,name,hand,height,rang,matchs,win,pourc_return_win_pnt,pourc_break_games,pourc_break_point_made,pourc_break_point_saved,pourc_serv_games_win,pourc_serv_in,mean_ranking_oppo,pourc_serv_win_pnt,Return Rating, % Serve Return Points Won, % 2nd Serve Return Points Won, % Return Games Won, % Break Points Converted,Under Pressure Rating, % Break Point Saved, % Break Points Converted Pressure, % Deciding Sets Won, % Tie Breaks Won
458,santiago giraldo,R,188.0,,3.0,1.0,0.36321249264812433,0.25115864527629234,0.3703703703703704,0.611111111111111,0.7911338448422848,0.7122706073525746,78.33333333333333,0.6404182338608568,,,,,,,,,,
464,dustin brown,R,196.0,,3.0,2.0,0.3128731998595012,0.14579124579124578,0.3,0.8619047619047618,0.9303451178451178,0.6176945196469815,27.333333333333332,0.6912719170783687,,,,,,,,,,
465,tobias kamke,R,180.0,,1.0,0.0,0.29591836734693877,0.11764705882352944,0.3333333333333333,0.6,0.625,0.4636363636363636,34.0,0.5454545454545454,,,,,,,,,,
466,mikhail kukushkin,R,183.0,,48.0,22.0,0.3578634596823694,0.21757816988080148,0.36804460007585016,0.5740585224960225,0.7611850244662741,0.6516321852763631,58.4375,0.6187273630718664,132.1,26.2%,50.4%,19.8%,35.7%,193.9,61.1%,35.7%,50.0%,47.1%
469,ricardas berankis,R,175.0,,17.0,6.0,0.35816024712928257,0.2011826605893543,0.4456341044576339,0.5424728865905335,0.7493156310493772,0.5779243306963456,60.1764705882353,0.6124838913092268,,,,,,,,,,
472,milos raonic,R,196.0,,31.0,20.0,0.34009953495596484,0.15928373492415238,0.3544231753909173,0.5764208909370199,0.9292998273074174,0.6224914963501699,71.93548387096774,0.7418102196918953,118.4,26.6%,45.7%,14.2%,31.9%,202.0,68.9%,31.9%,33.3%,67.9%
473,grigor dimitrov,R,188.0,,39.0,19.0,0.37303493711193375,0.23239799704084677,0.4032442503030739,0.558567999441085,0.8047159063020761,0.624833179543963,63.48717948717949,0.6551876705991323,142.5,29.1%,49.6%,22.8%,41.0%,179.2,62.0%,41.0%,46.2%,30.0%
475,matthias bachinger,R,188.0,,6.0,2.0,0.34214053533400984,0.1914141414141414,0.39309764309764317,0.6638047138047137,0.7045454545454545,0.610106416669591,59.0,0.5901563644431063,,,,,,,,,,
479,albert ramos,L,188.0,,53.0,30.0,0.37900391490711943,0.27317310572027553,0.43438422164837265,0.5767908331032638,0.8083440406553615,0.6348111813729531,66.43396226415095,0.6405573425413938,,,,,,,,,,
480,lukas rosol,R,196.0,,4.0,1.0,0.28532860229993623,0.11249999999999999,0.3875,0.5073529411764706,0.7372549019607842,0.6230048762423286,56.75,0.6209677858608625,,,,,,,,,,
481,ryan harrison,R,183.0,,7.0,3.0,0.30397939952429137,0.15682095682095681,0.3649350649350649,0.39471243042671617,0.8381285381285382,0.6023090293356305,76.0,0.7019039419684571,,,,,,,,,,
482,bernard tomic,R,193.0,,20.0,6.0,0.29343829975523994,0.13379766067266066,0.2965674603174603,0.5646220446220447,0.6969394494394494,0.6427541761017348,68.7,0.5896282539477414,,,,,,,,,,
485,martin klizan,L,190.0,,29.0,10.0,0.3552765303547177,0.20553882016863761,0.41103503775917577,0.5375384194349709,0.7138948685601829,0.5895719238939529,81.41379310344827,0.5925077801379469,,,,,,,,,,
486,cedrik marcel stebe,L,183.0,,11.0,6.0,0.3562194104654561,0.24336976155157972,0.37708818958818957,0.4539846517119244,0.7032467532467533,0.61606043042841,67.0,0.6037037835790232,,,,,,,,,,
487,matthew ebden,R,188.0,,19.0,4.0,0.3539794345620666,0.17673656752604122,0.4283321941216678,0.5511942735626946,0.7192636311057364,0.5998830557458094,58.8421052631579,0.5986167089459032,,,,,,,,,,
488,benoit paire,R,196.0,,60.0,32.0,0.3665728600858777,0.21665117562176386,0.3996562509380113,0.5688106727580411,0.7714931575481446,0.5197796493121241,63.68333333333333,0.6238381088583863,140.7,31.4%,48.6%,22.4%,38.3%,210.5,61.9%,38.3%,52.2%,58.1%
489,go soeda,R,178.0,,2.0,1.0,0.274074074074074,0.11249999999999999,0.375,0.7083333333333333,0.7848484848484849,0.5402449091909742,19.0,0.6136488717666483,,,,,,,,,,
490,malek jaziri,R,185.0,,20.0,5.0,0.3280948159729621,0.15955314701638232,0.4107715201465202,0.6043177655677654,0.692555846930847,0.5750306018696028,79.0,0.5880902822157423,,,,,,,,,,
493,david goffin,R,180.0,,62.0,36.0,0.40072355077560173,0.2978381971097691,0.4391709639162948,0.46094179118372675,0.7764746839487177,0.5882148582176231,48.45161290322581,0.6364740551225601,153.9,32.5%,52.0%,27.9%,41.5%,208.0,56.0%,41.5%,58.3%,52.2%
496,rogerio dutra silva,R,178.0,,1.0,0.0,0.3333333333333333,0.09999999999999998,0.16666666666666666,0.7692307692307693,0.6666666666666666,0.5588235294117647,96.0,0.5588235294117647,,,,,,,,,,
498,vasek pospisil,R,193.0,,12.0,6.0,0.3204648000498039,0.12629572547335702,0.38538359788359783,0.6101190476190476,0.8555516790714157,0.6096016243625948,31.583333333333332,0.6733294357888817,,,,,,,,,,
502,roberto bautista agut,R,183.0,,58.0,36.0,0.3868584273735375,0.25475512431097125,0.4123443859498625,0.5644549894549895,0.8381546584828049,0.6546402108900401,59.206896551724135,0.6703154698780491,147.5,29.1%,53.7%,24.5%,40.2%,191.2,59.7%,40.2%,56.5%,34.8%
504,aljaz bedene,R,181.0,,34.0,18.0,0.35620140622677443,0.2252462195628286,0.4372204184704184,0.5228710015474721,0.7978700175918648,0.5676028907333359,71.23529411764706,0.6450573400767775,140.1,26.0%,50.1%,20.8%,43.2%,203.3,61.5%,43.2%,46.2%,52.4%
505,evgeny donskoy,R,185.0,,6.0,1.0,0.28259632591360334,0.10441176470588236,0.4388888888888889,0.6094336219336219,0.7477973007384772,0.6039209469940762,52.833333333333336,0.6047672615208806,,,,,,,,,,
507,joao sousa,R,185.0,,55.0,25.0,0.34363213053511105,0.1832243810853436,0.3682452648361739,0.5452732902866593,0.7500539040969663,0.6156404920855504,93.92727272727272,0.620517846779228,131.0,27.4%,47.3%,19.0%,37.3%,200.1,60.5%,37.3%,56.5%,45.8%
508,guido pella,L,185.0,,59.0,34.0,0.3760064297791943,0.23456526026316646,0.38073364602199145,0.5895757020757022,0.7810309021874325,0.662461295055425,54.389830508474574,0.6351644873826325,142.2,28.5%,53.4%,22.9%,37.4%,236.3,64.2%,37.4%,66.7%,68.0%
511,steve johnson,R,188.0,,35.0,14.0,0.33844611881515935,0.186964194008403,0.4172418058132344,0.5345004995004994,0.8125444351461599,0.5869502652211473,83.77142857142857,0.6513703113349844,131.6,25.9%,46.6%,17.5%,41.6%,163.7,59.8%,41.6%,27.3%,35.0%
512,jack sock,R,185.0,,3.0,0.0,0.29337546984605806,0.10799168152109329,0.6666666666666666,0.41111111111111115,0.7833333333333333,0.6147197547420616,55.0,0.6468855162971717,,,,,,,,,,
513,denis kudla,R,180.0,,29.0,9.0,0.33795844030267747,0.16856813557998568,0.3638392259081914,0.457172748191751,0.6736052318202421,0.5667833319471483,69.20689655172414,0.5831345199209119,131.0,28.8%,46.5%,18.1%,37.6%,197.8,54.6%,37.6%,55.6%,50.0%
514,federico delbonis,L,190.0,,34.0,14.0,0.3708679254129177,0.23860502520810295,0.4267081150299144,0.5522540368128603,0.7356698456190808,0.6178385272003314,73.91176470588235,0.6058095918071362,144.9,28.9%,52.3%,23.7%,40.0%,171.8,57.0%,40.0%,46.2%,28.6%
515,jiri vesely,L,198.0,,13.0,5.0,0.31913491694923246,0.12725700071017798,0.25947919601765757,0.6966144966144966,0.8435463930219456,0.6634123560928723,65.0,0.6583859898996981,,,,,,,,,,
516,jan lennard struff,R,193.0,,63.0,35.0,0.3635845070883616,0.21319320775351827,0.39031916055725563,0.6274623084146894,0.8464870563610059,0.5579243184073212,47.26984126984127,0.6714573712156674,,,,,,,,,,
518,pablo carreno busta,R,188.0,,52.0,30.0,0.36905028867580647,0.22158344488527262,0.3602876094521038,0.6499857388714856,0.83344288555574,0.6741352050088186,71.6923076923077,0.6526937517465536,139.9,26.2%,53.6%,22.2%,37.9%,196.4,69.2%,37.9%,47.6%,41.7%
519,tim smyczek,R,175.0,,1.0,0.0,0.2653061224489796,0.11111111111111116,0.5,0.5555555555555556,0.5,0.6,20.0,0.52,,,,,,,,,,
521,bradley klahn,L,190.0,,17.0,3.0,0.283268034399319,0.07595056302486643,0.2767040149393091,0.5737394957983193,0.8022005119063944,0.5902654723778117,94.0,0.636560663794401,,,,,,,,,,
522,alejandro gonzalez,R,190.0,,1.0,0.0,0.13043478260869565,0.0,0.0,0.8,0.8,0.7848101265822784,30.0,0.5949367088607594,,,,,,,,,,
523,dusan lajovic,R,180.0,,45.0,19.0,0.3649936106762605,0.22883117427235067,0.41946710878083426,0.529405754204516,0.7462986416366187,0.6804864842737278,83.93333333333334,0.6159158681892497,145.1,28.6%,50.0%,23.2%,43.3%,183.5,60.2%,43.3%,46.7%,33.3%
524,dominic thiem,R,185.0,,63.0,47.0,0.3819122729061351,0.2614751709964967,0.4469768547149501,0.5532498987681062,0.8443093817860389,0.6591780660007236,50.904761904761905,0.6767928931440101,145.5,29.4%,50.8%,23.6%,41.7%,242.2,62.0%,41.7%,83.3%,55.2%
528,diego schwartzman,R,170.0,,66.0,40.0,0.4160110443614631,0.31594230677538276,0.3962493234399094,0.5429995991827542,0.7412773641920597,0.6466578103876599,57.833333333333336,0.6178337980869293,161.7,32.7%,56.1%,31.0%,41.9%,222.1,57.8%,41.9%,68.2%,54.2%
529,nick kyrgios,R,193.0,,35.0,22.0,0.3056701839058299,0.16050177920565206,0.42285801500087217,0.5517687074829933,0.8869728847249857,0.664717064434004,64.82857142857142,0.7032225663737391,122.7,21.6%,43.4%,13.3%,44.4%,234.1,66.1%,44.4%,61.5%,62.1%
530,filip krajinovic,R,185.0,,49.0,31.0,0.38708023120975177,0.26046103328907755,0.44261631225916936,0.5854149818435532,0.8024235027525705,0.654552820532947,69.06122448979592,0.6448162432625492,150.4,30.5%,51.9%,25.9%,42.1%,212.2,61.3%,42.1%,58.8%,50.0%
531,borna coric,R,188.0,,49.0,27.0,0.3496908774196616,0.18236987745168595,0.415605083192118,0.5987877202162918,0.8203368501575792,0.6282639490728168,69.26530612244898,0.6612741742073788,132.3,27.8%,48.0%,19.0%,37.5%,217.3,64.4%,37.5%,65.4%,50.0%
532,peter gojowczyk,R,185.0,,28.0,9.0,0.34028433155689963,0.18770734523719934,0.40181451368426163,0.5602102262816548,0.7030511063461085,0.5393651326219078,54.642857142857146,0.5853639511483697,131.8,26.7%,47.7%,19.6%,37.8%,167.9,58.4%,37.8%,41.7%,30.0%
533,james duckworth,R,183.0,,2.0,0.0,0.31879467186484733,0.13392857142857145,0.8333333333333333,0.5833333333333333,0.6928571428571428,0.5814770814770814,18.5,0.588951588951589,,,,,,,,,,
534,damir dzumhur,R,172.0,,33.0,13.0,0.37190339500632796,0.20117371526743894,0.334422732150005,0.5657512867405915,0.6559752917907998,0.6238650348075633,80.42424242424242,0.5718867282868868,136.0,28.5%,51.7%,21.6%,34.2%,209.8,59.4%,34.2%,88.9%,27.3%
535,luca vanni,R,198.0,,1.0,0.0,0.3076923076923077,0.07692307692307687,0.5,0.7692307692307693,0.88,0.5828571428571429,23.0,0.6457142857142857,,,,,,,,,,
536,lucas pouille,R,185.0,,42.0,21.0,0.3302482256446774,0.16864029304870057,0.31145891145891147,0.5837203801489517,0.8066199635885118,0.5841689048212885,67.0,0.6432685419491773,127.4,25.9%,47.1%,17.3%,37.1%,202.4,63.4%,37.1%,50.0%,51.9%
537,ruben bemelmans,L,183.0,,1.0,0.0,0.2328767123287671,0.0,0.0,0.5454545454545454,0.5833333333333334,0.6144578313253012,19.0,0.5421686746987951,,,,,,,,,,
538,thanasi kokkinakis,R,196.0,,3.0,1.0,0.37336107868514096,0.18253968253968256,0.30357142857142855,0.6,0.7264957264957266,0.6625120013965261,50.666666666666664,0.5931785859145963,,,,,,,,,,
539,alexander zverev,R,198.0,,66.0,42.0,0.3899482621878439,0.26524359874344267,0.4231215599689424,0.526699825229237,0.8053758000841451,0.669361824284519,62.53030303030303,0.6584458251968329,146.7,31.8%,50.7%,25.5%,38.7%,212.2,59.6%,38.7%,54.5%,59.4%
540,hyeon chung,R,188.0,,12.0,5.0,0.31850756938633346,0.16547233811939693,0.38158970658970653,0.4659090909090909,0.7489772033522034,0.6445725568305379,63.666666666666664,0.630589163935217,,,,,,,,,,
541,john millman,R,183.0,,47.0,20.0,0.3742856737481561,0.2374298641217816,0.40274651471459977,0.5805695747028664,0.778961222654376,0.6059830263384097,66.51063829787235,0.6338427910299458,140.0,27.5%,51.7%,21.1%,39.7%,172.2,61.8%,39.7%,27.8%,42.9%
542,james ward,R,190.0,,2.0,0.0,0.37186379928315416,0.19615384615384612,0.36363636363636365,0.59375,0.8038461538461539,0.632516339869281,27.0,0.5968954248366013,,,,,,,,,,
543,pierre hugues herbert,R,188.0,,43.0,20.0,0.33270668022436706,0.17204442464360384,0.32731425551193,0.5687087654335135,0.7898837349760746,0.6011211025132389,60.95348837209303,0.637894528701363,,,,,,,,,,
544,radu albot,R,175.0,,56.0,31.0,0.37807904635891276,0.24773294661687517,0.4235022140373755,0.5410613770106252,0.7621890262515263,0.6302859375790909,65.48214285714286,0.6200252788357344,141.6,28.2%,52.2%,22.8%,38.4%,211.5,58.8%,38.4%,50.0%,64.3%
545,nikoloz basilashvili,R,185.0,,49.0,26.0,0.3708484926104999,0.2298526347080551,0.4156621439784705,0.5610158150927088,0.7563837295850008,0.5780926072311589,69.10204081632654,0.6145559325612783,145.0,30.0%,49.9%,23.3%,41.8%,205.7,59.8%,41.8%,51.9%,52.2%
546,taro daniel,R,191.0,,28.0,11.0,0.3616282776325249,0.22725201385915672,0.35124007936507934,0.521259692688264,0.6773190103547245,0.6375563615555994,92.46428571428571,0.5854930898120884,,,,,,,,,,
548,marco cecchinato,R,185.0,,34.0,10.0,0.3491569045881409,0.191811697821928,0.41570325099736866,0.43470587719813725,0.7523284721814133,0.6279117370839784,63.794117647058826,0.6189036688036444,130.2,26.9%,46.9%,17.1%,39.3%,160.8,56.5%,39.3%,20.0%,45.0%
550,kyle edmund,R,188.0,,38.0,17.0,0.3451113575323071,0.19204180322601372,0.4231977001326847,0.48949898785425117,0.8125003967767125,0.6261794021029253,54.1578947368421,0.6555016456552656,132.0,25.8%,48.3%,17.8%,40.1%,135.4,57.0%,40.1%,30.0%,8.3%
553,facundo bagnis,L,183.0,,5.0,1.0,0.28938425357026154,0.11333333333333333,0.11777777777777779,0.5534632034632034,0.6516666666666666,0.5795179583334228,76.8,0.5751515475645768,,,,,,,,,,
554,taylor fritz,R,193.0,,58.0,30.0,0.32819362863068363,0.16007105461706722,0.3537185459345703,0.5082454422971664,0.8257896384415072,0.5801691653103005,63.827586206896555,0.6569502401265143,121.5,24.3%,47.8%,14.7%,34.7%,205.3,59.9%,34.7%,50.0%,60.7%
556,jordan thompson,R,183.0,,46.0,25.0,0.3589722867102405,0.21561066632997578,0.4344445409662801,0.6262258273127838,0.8226893062890503,0.6672793749616017,76.1304347826087,0.6476849244936852,140.3,28.4%,49.7%,21.6%,40.6%,191.9,63.0%,40.6%,55.0%,33.3%
557,daniel evans,R,175.0,,39.0,18.0,0.36907528628678293,0.23882184978279283,0.3761827204134897,0.5776683954821608,0.7628133510575761,0.63439402659988,60.51282051282051,0.6358846153992309,141.5,30.3%,49.4%,24.3%,37.5%,201.1,63.1%,37.5%,41.7%,58.8%
558,yoshihito nishioka,L,170.0,,38.0,19.0,0.3870934704977154,0.2761605305327808,0.5053957867038363,0.5192208046408541,0.6995142905728556,0.6610208127588701,65.0,0.6018601524163977,149.6,29.2%,53.7%,25.5%,41.2%,205.2,60.7%,41.2%,46.2%,57.1%
