,name,hand,height,matchs,win,pourc_return_win_pnt,pourc_break_games,pourc_break_point_made,pourc_break_point_saved,pourc_serv_games_win,pourc_serv_in,mean_ranking_oppo,pourc_serv_win_pnt,Return Rating, % Serve Return Points Won, % 2nd Serve Return Points Won, % Return Games Won, % Break Points Converted,Under Pressure Rating, % Break Point Saved, % Break Points Converted Pressure, % Deciding Sets Won, % Tie Breaks Won,rang
29,thierry champion,R,183.0,4.0,2.0,0.41788006858376453,0.29483695652173914,0.45089285714285715,0.38446969696969696,0.7065217391304348,0.6140559440559441,35.0,0.6070745920745921,,,,,,,,,,,98.0
30,javier sanchez,R,178.0,63.0,31.0,0.39958768420368795,0.28728279708671856,0.43686780591542496,0.5815832756308948,0.7169578864957016,0.6719380838589943,72.22222222222223,0.5987164766752908,154.4,0.318,0.523,0.284,0.419,190.4,0.575,0.419,0.519,0.391,36.0
31,marc rosset,R,201.0,52.0,32.0,0.3693697900630023,0.2187167739843972,0.4132341483303022,0.6173305860805862,0.8353135315142637,0.5543769477573681,71.78846153846153,0.6629394397060925,138.4,0.282,0.499,0.215,0.38799999999999996,215.2,0.6559999999999999,0.38799999999999996,0.625,0.483,15.0
32,andrei cherkasov,R,180.0,5.0,1.0,0.35789562555257065,0.17918192918192918,0.3261538461538461,0.4776923076923077,0.6193278943278944,0.5273703050287597,52.0,0.5482362371570952,,,,,,,,,,,32.0
33,gilbert schaller,R,180.0,70.0,43.0,0.4372448314201133,0.3627969966621807,0.4598367948578032,0.5204348512807162,0.7133034400159872,0.7513584233005497,78.91428571428571,0.6004000388616403,166.5,0.335,0.555,0.336,0.439,205.5,0.5660000000000001,0.439,0.519,0.531,20.0
34,patrik kuhnen,R,190.0,7.0,3.0,0.3188212036951533,0.11146948289805432,0.2924603174603175,0.5047619047619049,0.7625850340136056,0.5549244441338483,37.0,0.6151240678951978,,,,,,,,,,,89.0
35,tomas carbonell,R,178.0,52.0,26.0,0.4174615816317467,0.30329700379006896,0.4469125410160479,0.4985180266698187,0.6758384430489978,0.6492669981953922,85.65384615384616,0.5849271313363722,167.0,0.34600000000000003,0.5479999999999999,0.309,0.467,207.1,0.547,0.467,0.7,0.35700000000000004,74.0
36,andrei olhovskiy,R,185.0,27.0,9.0,0.351969265914834,0.19492848498696452,0.27580868054724267,0.557713219968122,0.7639373239992436,0.5660636305367729,58.925925925925924,0.6338439214795311,127.3,0.271,0.5,0.182,0.32,143.5,0.565,0.32,0.25,0.3,97.0
37,goran ivanisevic,L,193.0,62.0,41.0,0.36028554360003034,0.21399445138183693,0.44726125129350947,0.627013667336248,0.8546777241220769,0.5260927710209979,52.61290322580645,0.6769370780787572,139.2,0.266,0.498,0.198,0.43,223.4,0.6759999999999999,0.43,0.542,0.586,10.0
39,henrik holm,R,183.0,23.0,11.0,0.3654052962691486,0.21959731090165874,0.461063936063936,0.5956913859087772,0.7882913463348246,0.52282863160522,80.08695652173913,0.623881397195029,138.1,0.29,0.473,0.20600000000000002,0.41200000000000003,210.3,0.657,0.41200000000000003,0.563,0.47100000000000003,82.0
40,richey reneberg,R,180.0,43.0,20.0,0.3752066048478366,0.23034481458414063,0.3555555555555556,0.5743329667748274,0.7580269452488865,0.5276245570998207,64.13953488372093,0.6255899416340959,139.7,0.29100000000000004,0.506,0.233,0.36700000000000005,192.7,0.604,0.36700000000000005,0.4,0.556,57.0
41,jacco eltingh,R,188.0,50.0,23.0,0.3400794853589291,0.18498978146036962,0.39721239871239866,0.5808370576791628,0.8004312540171674,0.6056589024978241,75.0,0.6452466028533778,131.2,0.273,0.462,0.183,0.39399999999999996,206.1,0.625,0.39399999999999996,0.5,0.542,43.0
42,fabrice santoro,R,178.0,40.0,16.0,0.39326491315224843,0.2672315481123026,0.34293649977473517,0.5431743113912231,0.6476850492739239,0.6096908244772956,89.925,0.5684950607976963,148.5,0.311,0.532,0.262,0.38,156.3,0.557,0.38,0.353,0.273,46.0
43,guillaume raoux,R,180.0,28.0,8.0,0.32846734201452155,0.1547570543368863,0.42469169485976205,0.5543206793206794,0.6838694169852948,0.5115622213998134,65.35714285714286,0.5828855910083547,133.7,0.253,0.504,0.19399999999999998,0.386,209.5,0.608,0.386,0.5379999999999999,0.563,77.0
44,rodolphe gilbert,L,183.0,11.0,2.0,0.2885236139751463,0.10842606591269693,0.35812520812520815,0.5950781541690632,0.6764406048496957,0.46577130997041694,45.81818181818182,0.5643565655260955,,,,,,,,,,,70.0
45,jeff tarango,L,180.0,40.0,17.0,0.3729847600182244,0.22108227068824898,0.42465291244703013,0.5227001470751471,0.7657940660775415,0.6248281208326874,108.175,0.6255989935182862,142.7,0.261,0.5429999999999999,0.217,0.406,185.9,0.615,0.406,0.4,0.43799999999999994,76.0
46,paul haarhuis,R,188.0,57.0,33.0,0.36351278322868247,0.20965260373155106,0.38935567356619977,0.544565021595914,0.7522701324620016,0.6007750586992311,61.94736842105263,0.6132665196404514,140.5,0.276,0.49700000000000005,0.21899999999999997,0.413,228.7,0.604,0.413,0.792,0.478,19.0
47,olivier delaitre,R,170.0,43.0,17.0,0.36332856867833907,0.2093638409733881,0.3825131909434235,0.558530487600255,0.716244253162858,0.5543990676621703,74.81395348837209,0.5963726996013146,136.6,0.272,0.488,0.207,0.39899999999999997,193.1,0.5429999999999999,0.39899999999999997,0.364,0.625,98.0
48,leonardo lavalle,L,188.0,3.0,1.0,0.4062072835508534,0.21097883597883596,0.3512820512820513,0.47348484848484845,0.5853174603174603,0.5206547774751624,58.666666666666664,0.5647032574743418,,,,,,,,,,,99.0
49,carl uwe steeb,L,180.0,23.0,7.0,0.34442173498744205,0.18301677719836293,0.3201533973273104,0.5246580713972019,0.6702751000065579,0.5976670823835092,81.47826086956522,0.5793136567927626,,,,,,,,,,,67.0
50,malivai washington,R,180.0,59.0,31.0,0.3952334055126944,0.2687498079447232,0.45992522073030534,0.572884067810473,0.7971654265053015,0.5976350186315047,63.32203389830509,0.6451917090318697,149.8,0.307,0.508,0.257,0.426,193.8,0.623,0.426,0.33299999999999996,0.556,26.0
52,marcelo filippini,R,178.0,33.0,13.0,0.403648696813039,0.28234318070693326,0.4292143042143043,0.5351260692169783,0.6676858306857145,0.6473044098987166,77.63636363636364,0.5748694079893376,154.2,0.324,0.525,0.268,0.425,188.3,0.5489999999999999,0.425,0.273,0.636,60.0
53,andrei chesnokov,R,188.0,35.0,13.0,0.39560354537277836,0.2755360144303089,0.38621462104655385,0.515589727732585,0.6885817963549057,0.603188360238691,92.11428571428571,0.5949166000378926,150.3,0.312,0.518,0.271,0.402,174.7,0.581,0.402,0.364,0.4,89.0
54,luiz mattar,R,183.0,8.0,1.0,0.2892665574657455,0.10671977124183007,0.3857142857142857,0.6690037393162394,0.6659167425711543,0.6084025388198712,84.0,0.5877212300476539,,,,,,,,,,,73.0
56,jaime yzaga,R,170.0,35.0,11.0,0.3832606512652384,0.23765111993920912,0.3618965954680241,0.5743382201365395,0.662302111986986,0.5577202401867569,66.94285714285714,0.5707480462259791,148.3,0.306,0.508,0.255,0.414,185.1,0.591,0.414,0.47100000000000003,0.375,31.0
58,brett steven,R,185.0,54.0,31.0,0.3810190975075501,0.24677411408892883,0.4090725193279373,0.5748414394247727,0.7907220060036538,0.6629876740630033,79.94444444444444,0.6429535225482197,148.2,0.29600000000000004,0.514,0.23800000000000002,0.434,224.0,0.579,0.434,0.5,0.727,42.0
60,michael chang,R,175.0,82.0,64.0,0.4306296462545082,0.3359698465386376,0.4456076227002379,0.5540115173364814,0.8372501174750474,0.5416824449148058,69.28048780487805,0.6689522428572681,164.8,0.32,0.575,0.319,0.434,242.6,0.63,0.434,0.762,0.6,5.0
62,horst skoff,R,175.0,15.0,2.0,0.3284765672367296,0.1952907521328574,0.31608465608465613,0.5779894179894179,0.5838650238650238,0.5569750547666452,45.6,0.5246404216357781,,,,,,,,,,,47.0
63,jim grabb,R,193.0,20.0,5.0,0.31336763930440065,0.11634392568216097,0.2209226190476191,0.6204914529914529,0.7291151597800206,0.648076465134936,53.95,0.6045888116881114,,,,,,,,,,,68.0
64,luis herrera,L,170.0,6.0,1.0,0.350787961118544,0.19526214526214525,0.580952380952381,0.4626322751322752,0.5181818181818182,0.621812865497076,41.5,0.5317240404933904,,,,,,,,,,,59.0
65,francisco roig,R,175.0,2.0,0.0,0.3737124944021496,0.20940170940170943,0.3214285714285714,0.16666666666666666,0.5357142857142857,0.5534974689369535,49.5,0.5324436263230556,,,,,,,,,,,72.0
66,pete sampras,R,185.0,80.0,64.0,0.39831052343709145,0.2834298950461875,0.4584067780667045,0.5704105269730266,0.892817434001657,0.5581185186691157,51.7125,0.6946925671666939,150.5,0.29,0.532,0.259,0.424,221.9,0.708,0.424,0.6,0.48700000000000004,1.0
67,andrei medvedev,R,193.0,63.0,38.0,0.4123787517816548,0.3039863053142574,0.42574011556393987,0.5504546436140128,0.7537063910429921,0.5304667284567314,65.87301587301587,0.6126762123477691,158.1,0.335,0.521,0.297,0.428,190.8,0.581,0.428,0.455,0.444,16.0
69,guy forget,L,190.0,43.0,19.0,0.34126736990405776,0.17261300980521227,0.33911960132890356,0.6181390960460729,0.8262570022316943,0.6000936004561327,68.62790697674419,0.6664284838269134,126.8,0.261,0.46799999999999997,0.174,0.365,186.4,0.665,0.365,0.41700000000000004,0.41700000000000004,71.0
70,arnaud boetsch,R,183.0,76.0,43.0,0.3945677318708724,0.27191596531715895,0.3626579839443412,0.547131837460785,0.7599326037309785,0.5421777082524534,55.8421052631579,0.6245802442540592,147.3,0.297,0.537,0.26,0.379,223.5,0.608,0.379,0.667,0.581,14.0
72,carlos costa,R,183.0,52.0,30.0,0.41509834340517837,0.31566744592762686,0.4399571353436857,0.5062427156177156,0.7008860624669447,0.5727252592995223,78.73076923076923,0.5970377968576609,161.0,0.34299999999999997,0.5329999999999999,0.318,0.41600000000000004,214.6,0.5479999999999999,0.41600000000000004,0.611,0.5710000000000001,31.0
73,omar camporese,R,188.0,8.0,5.0,0.3447840208838464,0.17654671717171716,0.3431547619047619,0.6552083333333333,0.8215802987861811,0.5233947861041393,58.25,0.660016101867612,,,,,,,,,,,42.0
74,wayne ferreira,R,185.0,78.0,53.0,0.406923122044036,0.29239923737895324,0.41334658302984095,0.5476214629971476,0.7932406970020088,0.5591743247230138,106.53846153846153,0.6341966022904675,153.8,0.315,0.525,0.27899999999999997,0.419,216.8,0.618,0.419,0.69,0.441,9.0
75,thomas muster,L,180.0,98.0,84.0,0.45214444942825605,0.39507362463803863,0.5378318899899899,0.5544273681132372,0.8191460287448257,0.5932328750164725,69.5204081632653,0.650856681041364,176.3,0.337,0.573,0.359,0.494,261.3,0.611,0.494,0.7140000000000001,0.794,3.0
76,wally masur,R,180.0,8.0,1.0,0.30292218372575513,0.12992424242424241,0.2113095238095238,0.5161283263305322,0.6830913299663299,0.5825488435403123,66.125,0.5740916553448205,,,,,,,,,,,38.0
77,emilio sanchez,R,180.0,31.0,11.0,0.36719156671146413,0.22839909256562171,0.4345443982540757,0.5207865705319015,0.6864735400726655,0.6453262183551276,64.80645161290323,0.5913541272762621,143.3,0.314,0.49,0.23199999999999998,0.397,180.7,0.594,0.397,0.5,0.316,74.0
78,jim courier,R,185.0,76.0,56.0,0.3974663158913256,0.27523883970030294,0.4596579590000642,0.5995201396425529,0.8627919035005152,0.6187465730348323,72.03947368421052,0.6764579952321546,151.0,0.27699999999999997,0.535,0.254,0.444,230.3,0.653,0.444,0.556,0.65,8.0
79,petr korda,L,190.0,47.0,25.0,0.4031867323025724,0.26997195749501257,0.43335558545195596,0.6512561315752806,0.7615225909574109,0.5823121524380341,62.42553191489362,0.6075143996840273,149.6,0.31,0.5329999999999999,0.258,0.395,194.2,0.635,0.395,0.41200000000000003,0.5,41.0
80,chuck adams,R,185.0,11.0,6.0,0.35487156510586376,0.1756198347107438,0.32954545454545453,0.47275022956841145,0.7037878787878789,0.6735818168551724,147.0,0.5983810707328542,,,,,,,,,,,44.0
81,michael stich,R,193.0,58.0,40.0,0.39745330435691334,0.265339655763194,0.42465950715950707,0.5833053188996927,0.8613837405722712,0.5584727225263555,57.86206896551724,0.6704112649660032,146.8,0.317,0.503,0.252,0.396,217.4,0.653,0.396,0.625,0.5,12.0
85,david prinosil,R,185.0,36.0,18.0,0.3813175570126761,0.23435693391575738,0.45417167708834366,0.6107410971381559,0.7968095012954406,0.5011372319755315,140.91666666666666,0.6308904294361608,140.7,0.293,0.503,0.215,0.396,186.5,0.6409999999999999,0.396,0.35700000000000004,0.47100000000000003,50.0
87,karel novacek,R,190.0,37.0,13.0,0.3447168423793617,0.17502832929303516,0.36069966069966075,0.6106748731748731,0.7629868171044644,0.5781582203509111,68.86486486486487,0.6256144383946005,128.1,0.26899999999999996,0.47100000000000003,0.16899999999999998,0.37200000000000005,187.9,0.636,0.37200000000000005,0.33299999999999996,0.5379999999999999,28.0
89,henri leconte,L,185.0,19.0,7.0,0.35536012657844956,0.2013214683493321,0.35557118320276215,0.5202379663679974,0.6812585247569768,0.5077576961243904,44.73684210526316,0.5800984759140869,,,,,,,,,,,94.0
90,jakob hlasek,R,188.0,50.0,25.0,0.37892333576819304,0.23807024566420854,0.36083158997864884,0.5750372960372961,0.7701991013114851,0.5947216631964606,65.82,0.6293158766789239,144.9,0.287,0.512,0.239,0.41100000000000003,214.1,0.625,0.41100000000000003,0.524,0.581,35.0
92,stefano pescosolido,R,185.0,30.0,15.0,0.38674445931543555,0.27152372409725345,0.4036442261442262,0.44509902951079405,0.7195999713221076,0.5161918577044691,73.16666666666667,0.6114151368803257,145.5,0.297,0.507,0.259,0.392,204.8,0.5720000000000001,0.392,0.41700000000000004,0.667,68.0
93,andre agassi,R,180.0,79.0,70.0,0.44266406988125656,0.3792396527088103,0.48759101541645505,0.5512696505529715,0.8855398594244476,0.6417261176178128,67.81012658227849,0.6872891658788208,172.5,0.321,0.597,0.35700000000000004,0.45,264.8,0.6709999999999999,0.45,0.727,0.8,2.0
94,jaime oncins,R,196.0,2.0,1.0,0.41807359307359304,0.3,0.2426470588235294,0.6944444444444444,0.7444444444444445,0.578974358974359,50.0,0.582051282051282,,,,,,,,,,,48.0
96,renzo furlan,R,175.0,63.0,36.0,0.3870022997921589,0.26451026999948324,0.4319302390730961,0.5799874728446155,0.7515239739802373,0.5750722798984292,86.04761904761905,0.6149216789583533,150.5,0.305,0.518,0.264,0.418,226.1,0.59,0.418,0.8240000000000001,0.429,29.0
97,brad gilbert,R,185.0,5.0,0.0,0.31017355760999826,0.13862745098039214,0.37777777777777777,0.4682051282051282,0.6484848484848484,0.5299712569712569,67.4,0.5623346203346202,,,,,,,,,,,76.0
98,francisco clavet,L,183.0,56.0,29.0,0.4336513813203866,0.34452714491206865,0.4464721975620086,0.5181977998075685,0.708575500421614,0.6343916573538061,91.66071428571429,0.6034208441131231,166.6,0.337,0.564,0.335,0.43,190.5,0.562,0.43,0.35,0.563,49.0
99,jordi arrese,R,175.0,36.0,16.0,0.40729850789611693,0.29669238940072273,0.467989131420504,0.5239404885238217,0.6867589200922536,0.7123242464772827,69.30555555555556,0.5856377175613035,158.2,0.325,0.545,0.297,0.415,198.8,0.552,0.415,0.43799999999999994,0.583,52.0
100,alex corretja,R,180.0,51.0,25.0,0.4118540971786595,0.30144336381736714,0.44851635292811765,0.5685167954775798,0.720712729536259,0.6789448677895991,86.6470588235294,0.5949111180928182,158.9,0.32799999999999996,0.525,0.29600000000000004,0.44,182.2,0.574,0.44,0.353,0.455,48.0
101,franco davin,L,173.0,10.0,2.0,0.4158653488357483,0.31612914862914865,0.5652777777777778,0.5028258145363409,0.544294733044733,0.667274950514372,69.7,0.5163371349351337,,,,,,,,,,,61.0
102,jeremy bates,R,180.0,31.0,10.0,0.3510750686348501,0.18393727135188237,0.35357375599311086,0.449852730023508,0.6768058054111185,0.5276394154680083,114.0,0.5709764239322517,134.2,0.261,0.515,0.201,0.365,210.0,0.5539999999999999,0.365,0.7140000000000001,0.467,77.0
105,marc kevin goellner,R,196.0,44.0,21.0,0.3567290880131686,0.1993926528017437,0.4373507805325987,0.556847744228127,0.7845040030033346,0.5106740927571061,97.5909090909091,0.6374214622442844,,,,,,,,,,,78.0
106,shuzo matsuoka,R,185.0,27.0,11.0,0.338270518127776,0.14477789357418988,0.3626583293249961,0.6171668866113309,0.823734416078471,0.6295174013077335,52.03703703703704,0.6606190469650554,123.0,0.249,0.47700000000000004,0.155,0.349,196.5,0.6679999999999999,0.349,0.35700000000000004,0.591,63.0
107,aaron krickstein,R,183.0,37.0,15.0,0.3570915281424293,0.21456120573767634,0.40278017778017766,0.5509442232520708,0.6603603603603605,0.5788072213316101,70.78378378378379,0.5797248468753932,149.2,0.254,0.551,0.24100000000000002,0.446,221.2,0.595,0.446,0.5710000000000001,0.6,70.0
109,alberto berasategui,R,173.0,64.0,36.0,0.41007793358418626,0.31166886110965064,0.4597017698664852,0.5854883882457413,0.7231527912393334,0.745872083172377,74.109375,0.600721003233795,160.9,0.315,0.551,0.299,0.444,213.9,0.595,0.444,0.6,0.5,32.0
111,javier frana,L,185.0,33.0,20.0,0.39048048036601035,0.2615903275439817,0.4212418894237076,0.5906817088635272,0.8490504193063675,0.570198934050112,98.0,0.6624389384895516,148.8,0.26899999999999996,0.529,0.25,0.44,200.1,0.67,0.44,0.41700000000000004,0.474,58.0
112,ronald agenor,R,180.0,15.0,6.0,0.3659916697919346,0.2422771672771673,0.36774410774410776,0.5603093203093203,0.7145146520146519,0.6372521514316966,56.733333333333334,0.5938304730317322,,,,,,,,,,,71.0
114,patrick mcenroe,R,183.0,53.0,29.0,0.3904341935042327,0.2660489026362693,0.4488416499091772,0.6267990385975235,0.7790629859050213,0.609421152954948,75.11320754716981,0.619185125058098,148.9,0.251,0.569,0.248,0.42100000000000004,198.3,0.6709999999999999,0.42100000000000004,0.375,0.516,34.0
116,jason stoltenberg,R,185.0,44.0,20.0,0.4027278831263584,0.27719915260022215,0.4148463835629611,0.5209475183907003,0.6963790628563357,0.5726525451763904,73.27272727272727,0.5925787657540901,151.9,0.33299999999999996,0.513,0.27899999999999997,0.39399999999999996,171.3,0.5379999999999999,0.39399999999999996,0.364,0.41700000000000004,80.0
117,jordi burillo,R,188.0,35.0,14.0,0.39196217993689936,0.26285352602579487,0.4783663162234591,0.5024237643775459,0.7012916821740353,0.520176058480437,76.25714285714285,0.5926612020894922,155.0,0.32299999999999995,0.515,0.28300000000000003,0.429,177.3,0.526,0.429,0.429,0.389,45.0
121,slava dosedel,R,183.0,50.0,27.0,0.41636959009901714,0.3278143693418336,0.4446007570001378,0.5599047619047619,0.7110526941433012,0.6438414105563891,107.28,0.5930231284484919,164.1,0.32799999999999996,0.56,0.314,0.439,206.9,0.5770000000000001,0.439,0.43799999999999994,0.615,60.0
122,byron black,R,175.0,45.0,24.0,0.38194182213460975,0.2421147230448617,0.4219427486094152,0.5181114600722445,0.7652000313441961,0.6031857138501147,88.53333333333333,0.624352185348234,144.3,0.23800000000000002,0.562,0.233,0.41,209.8,0.5920000000000001,0.41,0.429,0.667,40.0
123,andrea gaudenzi,R,183.0,56.0,31.0,0.40671111169356217,0.2981533741118825,0.39580533553747843,0.5948644609358895,0.7450200855400435,0.6049181162260592,85.32142857142857,0.6112399109250372,153.0,0.317,0.531,0.27899999999999997,0.40299999999999997,207.7,0.585,0.40299999999999997,0.5329999999999999,0.556,22.0
124,patrick rafter,R,185.0,55.0,31.0,0.36326256124544687,0.2087824779904712,0.3597303201848656,0.5632959464777646,0.8019130811334582,0.5871170359945114,92.47272727272727,0.6397581243292536,135.6,0.273,0.503,0.204,0.376,218.6,0.583,0.376,0.65,0.5770000000000001,66.0
125,daniel vacek,R,190.0,52.0,24.0,0.35658053335158246,0.1909006714125492,0.3417476529318634,0.5828091246360478,0.8162105883683938,0.5981925401073755,58.42307692307692,0.6579280912194977,128.8,0.266,0.48100000000000004,0.179,0.36200000000000004,189.2,0.627,0.36200000000000004,0.474,0.429,27.0
