,name,hand,height,matchs,win,pourc_return_win_pnt,pourc_break_games,pourc_break_point_made,pourc_break_point_saved,pourc_serv_games_win,pourc_serv_in,mean_ranking_oppo,pourc_serv_win_pnt,Return Rating, % Serve Return Points Won, % 2nd Serve Return Points Won, % Return Games Won, % Break Points Converted,Under Pressure Rating, % Break Point Saved, % Break Points Converted Pressure, % Deciding Sets Won, % Tie Breaks Won,rang
127,greg rusedski,L,193.0,55.0,30.0,0.35053254941271395,0.17623503947033353,0.4064148982330801,0.5587315210042482,0.8546611172547,0.5597873841633464,106.9090909090909,0.6786961636311165,131.1,0.247,0.501,0.174,0.389,203.7,0.6629999999999999,0.389,0.42100000000000004,0.564,37.0
128,fernando meligeni,L,180.0,40.0,22.0,0.41719841754246784,0.32531867642161755,0.48172664141414145,0.5542565849183496,0.6983146428734666,0.5253217381196358,89.825,0.5904714451003827,163.6,0.325,0.531,0.309,0.47100000000000003,207.0,0.5660000000000001,0.47100000000000003,0.5329999999999999,0.5,64.0
129,jonas bjorkman,R,183.0,59.0,32.0,0.415962209699444,0.30990796533758613,0.4107029256331349,0.5225323170238422,0.7353817847711169,0.5385289380869128,87.88135593220339,0.6058571200051883,154.6,0.326,0.5429999999999999,0.292,0.385,189.4,0.585,0.385,0.524,0.4,30.0
130,david rikl,L,178.0,15.0,3.0,0.3753400904229108,0.2384187344971659,0.372948532948533,0.5451975801975802,0.6552845919512585,0.5357216876115539,90.0,0.5750964533616949,,,,,,,,,,,83.0
131,yevgeny kafelnikov,R,190.0,88.0,61.0,0.41253964389442305,0.3136935467158165,0.4477166314741956,0.5592249606454153,0.8128931522085193,0.5520485637396861,68.5,0.6433987041236731,159.1,0.312,0.5379999999999999,0.3,0.441,219.5,0.625,0.441,0.7,0.429,6.0
132,jared palmer,R,190.0,35.0,17.0,0.3628360519973528,0.2108579999783007,0.36336165505338447,0.5821493679056704,0.745115543015145,0.5797115965624359,114.0,0.6102776376706747,139.5,0.257,0.527,0.21600000000000003,0.395,209.0,0.607,0.395,0.5379999999999999,0.55,36.0
134,jean philippe fleurian,R,185.0,11.0,3.0,0.33878658190282623,0.15723440700713426,0.3416961826052735,0.5607929948839039,0.6813874034462271,0.590247468367087,59.09090909090909,0.5860753105469345,,,,,,,,,,,96.0
136,hendrik dreekmann,R,188.0,28.0,12.0,0.3676305697563739,0.21438245636249836,0.38082859600716745,0.5373004971219257,0.7659043441938179,0.5121198698879441,65.46428571428571,0.625236918354238,137.7,0.27699999999999997,0.506,0.223,0.371,194.9,0.61,0.371,0.385,0.583,93.0
137,markus zoecke,R,196.0,17.0,3.0,0.2985451342608133,0.14976930700979144,0.2983893557422969,0.4683377272477619,0.7308378491942504,0.6179200628456998,72.17647058823529,0.6040462485328789,,,,,,,,,,,57.0
138,joern renzenbrink,R,196.0,19.0,4.0,0.3055848061436746,0.08461785032992465,0.29465008675534987,0.4491195092995646,0.748061888232167,0.6068276862927459,80.63157894736842,0.6132126738808159,,,,,,,,,,,92.0
139,karim alami,R,185.0,22.0,12.0,0.3793502430545874,0.2643014294083813,0.3171606171606172,0.5919487078577987,0.7394990185097136,0.5067793360811453,90.77272727272727,0.6063233988383393,,,,,,,,,,,73.0
140,albert costa,R,180.0,55.0,33.0,0.41194243995488317,0.30707459712005175,0.4354470435746821,0.6017726213180759,0.770986832803185,0.7302536835333383,83.78181818181818,0.6162698985469093,154.8,0.31,0.537,0.28800000000000003,0.413,211.5,0.615,0.413,0.444,0.643,24.0
142,jan apell,L,183.0,26.0,13.0,0.3478021345323101,0.2056933011684143,0.3823870573870574,0.5597140039447732,0.8080416378493301,0.6204265079822163,67.61538461538461,0.652687270850701,139.4,0.23399999999999999,0.522,0.205,0.433,218.6,0.624,0.433,0.7,0.429,86.0
144,karol kucera,R,188.0,43.0,19.0,0.40096665259502456,0.25511028908771727,0.39771804422967216,0.5755348998167057,0.6769199515334947,0.5296542740714106,96.02325581395348,0.5834895163523012,146.3,0.326,0.517,0.258,0.36200000000000004,202.2,0.579,0.36200000000000004,0.43799999999999994,0.643,79.0
147,lionel roux,R,185.0,41.0,16.0,0.34799484884372067,0.19354310497744762,0.41462446767324823,0.5724709691711126,0.7671050971983543,0.5593237331559909,128.34146341463415,0.621384313281974,133.2,0.272,0.452,0.182,0.426,180.0,0.619,0.426,0.3,0.455,96.0
148,vincent spadea,R,183.0,49.0,21.0,0.407488675106308,0.29188204086163266,0.4325637991320053,0.5614448176873146,0.7212728881096229,0.5757164211072121,78.95918367346938,0.6006246067319918,157.3,0.326,0.539,0.289,0.419,174.9,0.602,0.419,0.273,0.455,81.0
149,oscar martinez,R,185.0,21.0,6.0,0.376316543927931,0.21388928531785675,0.30818216175359037,0.4777574277574278,0.5662895305752448,0.5043980442377484,110.23809523809524,0.528359724984212,,,,,,,,,,,83.0
151,christian ruud,R,188.0,38.0,14.0,0.4196069718372794,0.30642792879634984,0.4584083314346473,0.5221138338785396,0.6137741644320591,0.5882128654462315,81.76315789473684,0.5450535669027908,160.1,0.332,0.545,0.3,0.424,208.3,0.5579999999999999,0.424,0.556,0.545,75.0
152,cristiano caratti,R,178.0,23.0,9.0,0.38966551857540077,0.27482644522286465,0.40793638728421333,0.4884588841110579,0.6768669239257475,0.6137496284497707,68.82608695652173,0.5842135569876438,,,,,,,,,,,82.0
154,marcelo rios,L,175.0,58.0,38.0,0.40763554128207974,0.2938013389585397,0.43169874086389504,0.5573102748052039,0.7886720888664401,0.6265156290271716,83.43103448275862,0.6448964428861185,155.8,0.32899999999999996,0.527,0.285,0.41700000000000004,236.4,0.618,0.41700000000000004,0.647,0.682,25.0
157,martin sinner,R,180.0,33.0,15.0,0.3676996447630219,0.2050164729309114,0.3875888000888001,0.4813437404346496,0.7257734941825851,0.5394176496902112,113.42424242424242,0.608509952901447,135.3,0.265,0.507,0.20800000000000002,0.373,192.5,0.507,0.373,0.545,0.5,55.0
158,michael tebbutt,L,190.0,32.0,16.0,0.3357311589406946,0.157683413910436,0.3669684984240906,0.632372550833828,0.7841707189242502,0.519813231124714,61.40625,0.6319151320632774,122.3,0.26,0.47700000000000004,0.161,0.325,212.6,0.6509999999999999,0.325,0.688,0.462,94.0
159,bohdan ulihrach,R,188.0,48.0,29.0,0.43819610681813065,0.36900031647274306,0.5000371156621158,0.5730733965108965,0.6898074454140634,0.5220938249154056,90.39583333333333,0.5866313341410184,173.9,0.359,0.541,0.359,0.48,207.3,0.593,0.48,0.5,0.5,28.0
160,mats wilander,R,183.0,35.0,17.0,0.3914551825041592,0.2650431711145997,0.4974990905453091,0.5397177565664961,0.693597561844447,0.6872448790533753,59.02857142857143,0.5920907755388122,156.6,0.29100000000000004,0.54,0.27699999999999997,0.45799999999999996,221.0,0.564,0.45799999999999996,0.75,0.43799999999999994,46.0
162,sjeng schalken,R,193.0,27.0,14.0,0.39305596491378264,0.2528603416675312,0.422399925177703,0.5556724140057474,0.7292231349979886,0.6025206933548239,70.37037037037037,0.6021141094052639,147.2,0.319,0.508,0.253,0.392,235.0,0.599,0.392,0.6920000000000001,0.667,69.0
163,frederik fetterlein,R,190.0,20.0,9.0,0.3952309825306514,0.2556116224527182,0.39517539112933847,0.492977577977578,0.6983385485287659,0.6168111518838858,84.9,0.5845317771770087,,,,,,,,,,,99.0
164,scott draper,L,178.0,20.0,10.0,0.3162890818628767,0.14870563099848091,0.44748168498168506,0.6594058719058719,0.7681260488661275,0.5502239137937779,69.7,0.6258272280443954,,,,,,,,,,,87.0
166,adrian voinea,R,185.0,27.0,11.0,0.37098735599013427,0.2272021370060586,0.3881073537936282,0.5999763096985319,0.724696765954936,0.5889629800235027,72.62962962962963,0.6107740717027388,144.7,0.29,0.526,0.23600000000000002,0.395,180.4,0.603,0.395,0.273,0.5329999999999999,56.0
168,mark philippoussis,R,196.0,35.0,21.0,0.36911119163299067,0.23671702308165585,0.41491016919588347,0.6735915275200989,0.8555089914753781,0.5863230131926965,73.85714285714286,0.6710201574552629,133.4,0.267,0.478,0.19699999999999998,0.392,229.9,0.7040000000000001,0.392,0.643,0.56,38.0
169,hernan gumy,R,188.0,34.0,22.0,0.41751725875248524,0.31855105678635093,0.4622220100161276,0.5226349630761397,0.7661538912836492,0.6138193910523105,83.32352941176471,0.6366034369992118,158.2,0.349,0.511,0.298,0.424,219.1,0.591,0.424,0.5329999999999999,0.643,62.0
170,jiri novak,R,190.0,12.0,5.0,0.4197151493527296,0.3423123717241365,0.39565377433024485,0.5064153439153438,0.6919732636644401,0.6766786612318468,71.0,0.5896863509772734,,,,,,,,,,,53.0
171,nuno marques,L,190.0,18.0,5.0,0.3583060011681355,0.1905975197641864,0.35824013949013955,0.5378556628556628,0.710271364438031,0.6754141091781407,57.0,0.5874115814482027,,,,,,,,,,,90.0
172,carlos moya,R,190.0,14.0,8.0,0.4183875642932263,0.29652906617192326,0.3924034299034299,0.5872906855049712,0.723528059242345,0.6682877021106697,88.92857142857143,0.5946534677596517,,,,,,,,,,,61.0
175,jan kroslak,R,188.0,9.0,4.0,0.3549900585361578,0.19054801407742586,0.4269179894179895,0.5957646641857168,0.7081635865949591,0.6037346683841375,53.888888888888886,0.576438031182611,,,,,,,,,,,97.0
176,jerome golmard,L,188.0,12.0,4.0,0.32515993774704877,0.15063511515717395,0.34839743589743594,0.5441137566137566,0.6761824300427243,0.5502724993169551,43.25,0.5693573635048977,,,,,,,,,,,88.0
177,filip dewulf,R,190.0,17.0,7.0,0.3521009875230786,0.20840760546642897,0.46274509803921565,0.578013897866839,0.7081767475730324,0.5500329290498771,38.529411764705884,0.5874326783769055,,,,,,,,,,,65.0
178,kris goossens,R,180.0,8.0,3.0,0.4119250100018084,0.3218253968253968,0.5690656565656566,0.4273313492063492,0.6431150793650794,0.5477984402018196,50.625,0.5835466482007744,,,,,,,,,,,91.0
179,tim henman,R,185.0,10.0,3.0,0.3312577189123161,0.1758420784581775,0.4541666666666666,0.578468352253182,0.6963397129186604,0.5595901854388686,46.4,0.5852298128497141,,,,,,,,,,,95.0
180,felix mantilla,R,180.0,9.0,4.0,0.4289474780811415,0.31431377264710597,0.48306878306878315,0.4832577915911249,0.6203117869784536,0.6488246241783151,57.55555555555556,0.5474315146678488,,,,,,,,,,,92.0
