,name,hand,height,matchs,win,pourc_return_win_pnt,pourc_break_games,pourc_break_point_made,pourc_break_point_saved,pourc_serv_games_win,pourc_serv_in,mean_ranking_oppo,pourc_serv_win_pnt,rang,atp_points
162,sjeng schalken,R,193.0,40.0,16.0,0.3624698124338189,0.2177927627927628,0.41962051837051845,0.5839117364117367,0.7241023906648908,0.5857024378325949,66.325,0.5976107725735333,59.0,725.0
163,frederik fetterlein,R,190.0,10.0,4.0,0.3464959304119539,0.18800699300699295,0.4469444444444445,0.6092658730158731,0.7044632034632035,0.5910578051914313,55.5,0.5916560451053661,135.0,339.0
164,scott draper,L,178.0,37.0,19.0,0.3664163047386301,0.20315022538706748,0.42306718885666245,0.5495441495441495,0.7561152046059167,0.5642495269236361,73.35135135135135,0.6272703473286894,58.0,735.0
165,michael joyce,R,180.0,8.0,1.0,0.3704268848038043,0.1831394096099978,0.4077380952380952,0.4665674603174603,0.6022206959706959,0.5884138520768117,78.625,0.5515354407549632,263.0,147.0
166,adrian voinea,R,185.0,32.0,12.0,0.378615574814267,0.23112610920415427,0.3883791122072372,0.47830442016423474,0.6347708051752172,0.5680649634623327,72.25,0.5590844991900517,139.0,328.0
168,mark philippoussis,R,196.0,64.0,45.0,0.33583982419301317,0.17707802124136127,0.40155235389610383,0.5697911463536465,0.8598855013745926,0.582793252950773,69.4375,0.6847056833982323,18.0,1809.0
169,hernan gumy,R,188.0,47.0,21.0,0.4064368170023643,0.2842633430399388,0.44996580911787415,0.48567109604343667,0.7219914836936115,0.5979148069614265,69.12765957446808,0.5953374042579248,84.0,545.0
170,jiri novak,R,190.0,35.0,18.0,0.4015822958047294,0.28789220490060824,0.45560693274978986,0.6144154258439973,0.7773318884663424,0.6802702630616061,61.97142857142857,0.6338103423712836,48.0,848.0
171,nuno marques,L,190.0,6.0,1.0,0.3629069292274491,0.2101398601398601,0.37601010101010096,0.5168350168350168,0.5441558441558442,0.6432907706093189,57.833333333333336,0.5106762311048777,220.0,194.0
172,carlos moya,R,190.0,79.0,50.0,0.4104568694192819,0.320585975086602,0.4776370105773053,0.5511102821229403,0.744174018047808,0.6191697706275697,65.22784810126582,0.6118482890394444,7.0,2508.0
174,johan van herck,R,185.0,30.0,12.0,0.3608367206193796,0.21007585007585008,0.3758404558404559,0.563627946127946,0.7407339517207937,0.5501546136993788,88.43333333333334,0.605766022782835,66.0,694.0
175,jan kroslak,R,188.0,25.0,12.0,0.3752538522174014,0.26054928404928407,0.46410634429210273,0.5738823953823955,0.6649664779664781,0.5916865079822405,95.64,0.5714157749965056,85.0,542.0
176,jerome golmard,L,188.0,18.0,6.0,0.32233855366705694,0.17222860701962872,0.3527926508189666,0.5834128834128834,0.7346488659259558,0.572260033877464,61.44444444444444,0.5996829234680082,115.0,429.0
177,filip dewulf,R,190.0,34.0,15.0,0.37166250904211273,0.25049010573430625,0.4715607105312987,0.6231416459357636,0.754567995441698,0.5151088409510988,75.79411764705883,0.6077941038720729,41.0,942.0
179,tim henman,R,185.0,64.0,43.0,0.384406780398171,0.2514326119829836,0.386442632659738,0.5579047707274609,0.831521022430591,0.5064315105550082,97.265625,0.6631519699996083,17.0,1929.0
180,felix mantilla,R,180.0,72.0,51.0,0.4332555189090149,0.3582091782581978,0.42238033118920787,0.5557438000452707,0.7915872090872088,0.6643305493307222,70.44444444444444,0.6348825986187233,16.0,2110.0
181,mikael tillstrom,R,185.0,35.0,14.0,0.3634988796991279,0.2023377322957155,0.4085487528344672,0.5655864770150485,0.6999239462684842,0.5613123894823142,74.51428571428572,0.5904202641034407,68.0,677.0
182,nicolas lapentti,R,188.0,34.0,17.0,0.4083301504239314,0.3016003604238899,0.47704055705216697,0.5257244029519116,0.7377612175406295,0.6050650491218486,92.91176470588235,0.622093916686482,63.0,715.0
183,mark knowles,R,190.0,3.0,0.0,0.3793147884820476,0.19597069597069597,0.37896825396825395,0.5115384615384615,0.5396825396825397,0.48553127970363846,27.666666666666668,0.5001618222088127,363.0,90.0
184,chris woodruff,R,188.0,53.0,35.0,0.3906777286876136,0.2642468380675928,0.3591205743390452,0.5278937051032384,0.811346003854328,0.5808616009303804,79.16981132075472,0.6406152800370828,30.0,1234.0
185,thomas johansson,R,180.0,54.0,29.0,0.3892860238670018,0.276377559138997,0.4180824319713208,0.5609452790008347,0.7955134870576046,0.5171879523112691,100.51851851851852,0.6451006066924416,39.0,959.0
186,roberto carretero,R,178.0,13.0,2.0,0.3740987191145273,0.20443979097825252,0.31806066244623044,0.5369286696209772,0.6037257428561776,0.6703307171775995,92.53846153846153,0.5375465615830458,306.0,120.0
187,hicham arazi,L,175.0,51.0,25.0,0.39233112873496134,0.2757978897270464,0.44892484873362676,0.545119586296057,0.6897350294841644,0.5236532355889822,76.7843137254902,0.5895276257801766,38.0,960.0
188,alex radulescu,R,185.0,49.0,23.0,0.32584402261937123,0.1552990426940007,0.32579659569455494,0.4921175643785742,0.8070413923442318,0.5571847990919852,72.6734693877551,0.6491645395896608,71.0,665.0
189,galo blanco,R,173.0,34.0,15.0,0.35681042264421997,0.20524886253692484,0.415037984890926,0.5952898408780762,0.6964097225342901,0.5630983761152117,106.79411764705883,0.58526872849973,52.0,790.0
190,juan albert viloca puig,R,185.0,45.0,20.0,0.3730682052184079,0.2327932074713831,0.4576709401709402,0.5248315264981932,0.7595730410223164,0.5814573943249213,91.42222222222222,0.6209779495178946,72.0,655.0
191,dominik hrbaty,R,183.0,43.0,22.0,0.38253329940329783,0.24059791819367748,0.4054833507385886,0.592903091740301,0.7744792769929568,0.5279910510162817,63.883720930232556,0.6212916438186159,40.0,952.0
192,neville godwin,R,173.0,15.0,5.0,0.36346943063360154,0.2153667628667629,0.4398845598845599,0.5285185185185185,0.7508679936621113,0.5568430239376265,96.26666666666667,0.6126809480216429,180.0,247.0
