,name,hand,height,matchs,win,pourc_return_win_pnt,pourc_break_games,pourc_break_point_made,pourc_break_point_saved,pourc_serv_games_win,pourc_serv_in,mean_ranking_oppo,pourc_serv_win_pnt,rang,atp_points
193,gustavo kuerten,R,190.0,56.0,34.0,0.38142032317990804,0.2433243997659873,0.39097321295445686,0.5639123019775939,0.7888830939667849,0.5322937319517937,61.892857142857146,0.6339749194229185,14.0,2215.0
194,magnus norman,R,188.0,64.0,40.0,0.37935844873308333,0.23787377557029746,0.3863931768803092,0.6334218915222206,0.7860099967461373,0.5250212322943014,83.859375,0.6231154075951076,22.0,1450.0
195,patrik fredriksson,R,185.0,16.0,2.0,0.3358296735222404,0.1549393315018315,0.38713699494949494,0.3782271547896548,0.6023275335775335,0.5166074114611284,114.9375,0.5532182169927159,246.0,165.0
196,sargis sargsian,R,180.0,38.0,16.0,0.36120738644683925,0.1932371056016567,0.37048872180451137,0.5225776591194211,0.716675580181772,0.5817183698707564,82.44736842105263,0.6001854872825916,69.0,669.0
197,dennis van scheppingen,R,185.0,21.0,8.0,0.3791093544557394,0.1957879538761892,0.3611550658910907,0.5724617974617974,0.7280304429464094,0.5808473868590541,60.095238095238095,0.603922122266019,120.0,399.0
198,mariano zabaleta,R,183.0,6.0,0.0,0.3093171815703391,0.10546642899584076,0.3068376068376068,0.5477272727272727,0.7043845315904139,0.6223155991111043,54.166666666666664,0.5965969080024028,257.0,156.0
199,emilio benfele alvarez,R,183.0,28.0,11.0,0.37412536749686714,0.22172814626002427,0.4344387755102041,0.56881105006105,0.7443567862434322,0.5742919902481555,77.71428571428571,0.5981249285785851,103.0,481.0
200,albert portas,R,188.0,37.0,21.0,0.4082093908975219,0.3046657921657921,0.46072601440248495,0.503975903975904,0.7107794426759947,0.6653882909347982,74.56756756756756,0.5946144170907433,35.0,1083.0
201,franco squillari,L,183.0,9.0,3.0,0.4151728162069721,0.3117154269115054,0.38666025332691994,0.5694244027577361,0.6199858057701194,0.614489017296516,62.0,0.5647592249372504,102.0,481.0
202,tommy haas,R,188.0,38.0,21.0,0.38636890075380464,0.272678162480794,0.43749477861319963,0.5292681003207319,0.7639983340804183,0.6020663878269555,59.71052631578947,0.6246592677176652,45.0,885.0
203,nicolas kiefer,R,183.0,38.0,22.0,0.3550160789104358,0.2024690780495734,0.4370652008809904,0.5884120995963101,0.7825070225612022,0.5450684742900856,69.92105263157895,0.6376209934579632,32.0,1209.0
204,andrei pavel,R,183.0,21.0,7.0,0.3672960897515142,0.2532242889385746,0.4655736563631301,0.504301122158265,0.6558506308506308,0.6170617809291526,84.9047619047619,0.5813221688798418,118.0,409.0
205,jens knippschild,R,190.0,14.0,6.0,0.3535413673359887,0.1930652867207489,0.36813186813186816,0.5529405327337659,0.721608643457383,0.5042620034142168,57.214285714285715,0.6069323896303845,105.0,475.0
206,julian alonso,R,185.0,30.0,20.0,0.40831072497599447,0.32183401565754505,0.5231373256373256,0.540505513005513,0.7548882245205776,0.5285948204204607,81.13333333333334,0.6136965974086803,36.0,1006.0
207,marzio martelli,R,180.0,14.0,5.0,0.32670541249869844,0.15004508213541826,0.2698412698412698,0.43248299319727895,0.7098159776731204,0.4369989681585392,62.5,0.5812505927851801,134.0,343.0
208,juan antonio marin,R,175.0,18.0,6.0,0.40112231488708194,0.27085290440553594,0.47996031746031753,0.4486681709720926,0.6051652213932915,0.5662808786030322,80.38888888888889,0.5611765455467891,87.0,537.0
209,dinu pescariu,R,185.0,15.0,3.0,0.36875796753366347,0.23461686461686465,0.3478380878380879,0.45636770636770635,0.6000111000111,0.7265332046749664,64.86666666666666,0.5477747896805926,80.0,584.0
210,davide sanguinetti,R,188.0,16.0,5.0,0.39748214722422043,0.259708683881478,0.44773386335886334,0.6163468322935235,0.6767903971028971,0.5259876748921247,71.9375,0.5775575509480393,95.0,519.0
211,justin gimelstob,R,196.0,30.0,13.0,0.3614713370416506,0.22020990790492068,0.36114468320350673,0.5162747827221511,0.7377945963901343,0.5827769658136888,65.43333333333334,0.6075057027443262,104.0,479.0
212,fernando vicente,R,180.0,14.0,4.0,0.41708641869330004,0.287046485260771,0.4244723530437816,0.5316190511292237,0.6196558401915545,0.6339590415545182,40.285714285714285,0.5574473584457421,121.0,393.0
213,tomas nydahl,R,185.0,13.0,5.0,0.4057378070734706,0.29245852187028665,0.4306622864315172,0.540497323189631,0.6070061160558898,0.6066751783978035,50.76923076923077,0.5516301698673619,82.0,570.0
214,arnaud clement,R,173.0,13.0,5.0,0.3537821270601928,0.20066961695920973,0.3187423687423687,0.5859751359751358,0.7308451164220394,0.508138471215082,33.07692307692308,0.5897542415529623,94.0,520.0
215,nicolas escude,R,185.0,10.0,4.0,0.35266749106069184,0.18636918636918637,0.33759740259740256,0.6868742368742369,0.7698232323232324,0.5653096063510594,30.6,0.622785975025567,93.0,521.0
216,marcello craca,R,180.0,15.0,6.0,0.4077752180532507,0.33506012506012506,0.42683871683871677,0.5446224146224147,0.6722558922558924,0.6674408932834976,56.733333333333334,0.5778602227347736,92.0,523.0
217,wayne black,R,170.0,8.0,3.0,0.37002517592914885,0.24448728354978355,0.35907791146761736,0.6723443223443223,0.6747584536627055,0.6009923587752228,47.875,0.5839072158052527,99.0,486.0
218,daniel nestor,L,190.0,21.0,6.0,0.3304061010903048,0.17516536917797426,0.45481859410430847,0.4514764996907854,0.7439801678247057,0.6006207289446145,56.714285714285715,0.6175014536734279,107.0,445.0
219,jan michael gambill,R,190.0,7.0,3.0,0.331239110074006,0.1255952380952381,0.20793650793650792,0.4981292517006803,0.7374999999999999,0.5685154321493773,43.714285714285715,0.6191278727942571,186.0,243.0
220,steve campbell,R,183.0,12.0,5.0,0.359586966567306,0.24565502580208465,0.4126958689458689,0.4913600288600288,0.7079101454101454,0.578389223330199,54.166666666666664,0.5905059485216317,124.0,365.0
221,lucas arnold ker,R,180.0,9.0,3.0,0.3865661646845699,0.24213934213934213,0.4444444444444444,0.5430742097408764,0.6212552879219546,0.5299928865854975,42.55555555555556,0.5093793657203304,112.0,439.0
223,jacobo diaz,R,173.0,11.0,3.0,0.38128455169435327,0.20198494316141377,0.29059011164274323,0.5491258741258741,0.6175507573234846,0.771615975494359,44.09090909090909,0.548945888468075,119.0,400.0
224,ramon delgado,R,185.0,7.0,2.0,0.39802823847740776,0.2630488559059988,0.34837662337662334,0.6415434189870279,0.7604514533085961,0.6378610884148241,62.857142857142854,0.614489242449001,114.0,434.0
225,john van lottum,R,185.0,7.0,4.0,0.40366468352467405,0.25147772862058576,0.3730880230880231,0.7201271813073055,0.8413525410164066,0.537826852124477,46.142857142857146,0.6676975222013777,128.0,359.0
226,guillermo canas,R,185.0,2.0,0.0,0.31607054148037755,0.05555555555555558,0.1,0.2777777777777778,0.6666666666666667,0.4163135593220339,30.5,0.5667372881355932,129.0,359.0
227,marat safin,R,193.0,1.0,0.0,0.2672413793103448,0.05555555555555558,0.16666666666666666,0.6666666666666666,0.8888888888888888,0.5772357723577236,80.0,0.6747967479674797,203.0,211.0
228,mariano puerta,L,180.0,3.0,2.0,0.31841491841491837,0.1851851851851852,0.6666666666666666,0.5,0.8518518518518517,0.636904761904762,57.333333333333336,0.6875,141.0,325.0
229,sebastien grosjean,R,175.0,4.0,0.0,0.3046242654483836,0.11180555555555555,0.3371212121212121,0.636437908496732,0.6334795321637428,0.6108721396828027,24.25,0.5465504407746375,145.0,313.0
231,leander paes,R,178.0,19.0,7.0,0.3452194388590308,0.18034618889882048,0.3057852965747703,0.5514733804207489,0.7540528357091826,0.6108481692007472,62.578947368421055,0.6189385226224549,122.0,378.0
232,martin rodriguez,R,178.0,2.0,1.0,0.4722222222222222,0.4841269841269842,0.25980392156862747,0.21428571428571427,0.6527777777777778,0.4386792452830189,52.5,0.5898370497427101,156.0,288.0
236,stefan koubek,L,175.0,4.0,2.0,0.44540305584826134,0.34791666666666665,0.48958333333333337,0.6279761904761906,0.7595959595959596,0.6245165096173284,56.25,0.5930429540306739,125.0,365.0
237,laurence tieleman,R,180.0,2.0,0.0,0.33630952380952384,0.09090909090909088,0.2857142857142857,0.46842105263157896,0.6363636363636364,0.5477296181630547,72.0,0.5477296181630547,297.0,125.0
238,rainer schuettler,R,180.0,2.0,1.0,0.341304347826087,0.22222222222222227,1.0,0.16666666666666666,0.6111111111111112,0.5760803408399269,45.0,0.5961655508216677,117.0,422.0
239,cecil mamiit,R,173.0,5.0,1.0,0.3388147551585338,0.14453102453102457,0.5666666666666667,0.5487878787878787,0.6732936507936509,0.5880310028136115,67.2,0.5788453575410097,229.0,186.0
240,alberto martin,R,175.0,16.0,4.0,0.3932112312644367,0.2708439997502497,0.446279415029415,0.5694533764846266,0.6290239733713998,0.6389385888153514,48.125,0.5524859261834482,111.0,441.0
242,markus hipfl,R,178.0,1.0,0.0,0.358974358974359,0.2666666666666667,0.6666666666666666,0.45454545454545453,0.5714285714285714,0.5974025974025974,92.0,0.5584415584415584,231.0,184.0
243,orlin stanoytchev,R,185.0,10.0,0.0,0.342363794059044,0.14183011433011433,0.3489285714285714,0.4259199134199134,0.6272335997335998,0.5707558922186479,57.3,0.569566932276117,167.0,276.0
247,ivan ljubicic,R,193.0,3.0,0.0,0.34477337446606554,0.11111111111111112,0.19999999999999998,0.38888888888888884,0.5142857142857143,0.48925566765707823,38.333333333333336,0.540459942752038,289.0,128.0
248,peter wessels,R,196.0,2.0,0.0,0.17636022514071295,0.0,0.0,0.5852272727272727,0.6201923076923077,0.6008198321296115,24.0,0.5960374780402108,321.0,112.0
251,max mirnyi,R,196.0,1.0,0.0,0.13953488372093023,0.0,0.0,0.4,0.6666666666666666,0.5,76.0,0.6,340.0,101.0
254,andre sa,R,185.0,2.0,1.0,0.380154486036839,0.2517482517482517,0.3,0.5476190476190476,0.6461538461538461,0.49895413118183174,69.5,0.5743313910055281,169.0,265.0
263,stephane huet,L,180.0,1.0,0.0,0.3072916666666667,0.07999999999999996,0.15384615384615385,0.625,0.88,0.5085714285714286,58.0,0.6571428571428571,197.0,220.0
272,tomas behrend,R,193.0,2.0,1.0,0.43645484949832775,0.4034090909090909,0.75,0.2857142857142857,0.8011363636363636,0.5438746438746438,73.0,0.6471509971509972,281.0,134.0
274,michal tabara,R,175.0,1.0,0.0,0.4576271186440678,0.2857142857142857,0.18181818181818182,0.5,0.125,0.5740740740740741,86.0,0.35185185185185186,216.0,196.0
278,andrei stoliarov,R,178.0,3.0,1.0,0.3375547217010632,0.19523809523809524,0.5555555555555555,0.08333333333333333,0.7000000000000001,0.3367216117216117,53.333333333333336,0.5826739926739927,215.0,196.0
282,lars burgsmuller,R,183.0,4.0,2.0,0.3821651387827858,0.2694444444444445,0.575,0.5689102564102564,0.7944444444444444,0.6552946515849741,81.25,0.6104331652774367,165.0,279.0
304,martin lee,L,180.0,3.0,1.0,0.2674814814814815,0.0625,0.125,0.35555555555555557,0.5841269841269842,0.48943497666869545,33.666666666666664,0.5341431662947184,265.0,144.0
311,olivier mutis,R,175.0,1.0,0.0,0.38095238095238093,0.19999999999999996,0.3333333333333333,0.5555555555555556,0.6,0.5573770491803278,58.0,0.5737704918032787,259.0,154.0
318,gregory carraz,R,190.0,1.0,0.0,0.26785714285714285,0.09999999999999998,0.25,0.5,0.7,0.48484848484848486,10.0,0.5757575757575758,373.0,87.0
337,dick norman,L,203.0,6.0,4.0,0.3385635413585724,0.14972527472527472,0.31342592592592594,0.5833333333333334,0.8295574795574795,0.6257700628321169,42.5,0.6559894576591755,116.0,424.0
366,razvan sabau,R,185.0,2.0,0.0,0.32135627530364375,0.11249999999999999,0.375,0.4375,0.47619047619047616,0.49592003263973883,52.0,0.507547939616483,254.0,158.0
