,name,hand,height,matchs,win,pourc_return_win_pnt,pourc_break_games,pourc_break_point_made,pourc_break_point_saved,pourc_serv_games_win,pourc_serv_in,mean_ranking_oppo,pourc_serv_win_pnt,rang,Under Pressure Rating, % Break Point Saved, % Break Points Converted Pressure, % Deciding Sets Won, % Tie Breaks Won
426,kei nishikori,R,178.0,39.0,23.0,0.3821660763906151,0.25575628433169567,0.4517851256194129,0.5633578651112586,0.754083760463687,0.6432174924714644,49.61538461538461,0.6145969308538561,47.0,212.7,0.5920000000000001,0.387,0.619,0.529
428,pablo cuevas,R,180.0,18.0,8.0,0.35722987233453024,0.20544116377449714,0.42687389770723105,0.5962421837421837,0.7749391041057708,0.683245455831514,65.44444444444444,0.6398653051242476,97.0,,,,,
429,pablo andujar,R,180.0,28.0,12.0,0.3900352027413209,0.2617320290517812,0.4253267620997607,0.5770251513990459,0.7015355434618199,0.6369130241104047,89.28571428571429,0.5787311086241449,91.0,,,,,
448,adrian mannarino,L,183.0,40.0,14.0,0.32760260490594817,0.1478412650945545,0.30250000000000005,0.5411519383394383,0.7306497743518203,0.5839948548731331,77.4,0.6061187708977307,71.0,212.4,0.599,0.371,0.5710000000000001,0.583
472,milos raonic,R,196.0,12.0,7.0,0.3720242080393732,0.22496333323539208,0.3984713203463203,0.49707792207792206,0.8981952197412725,0.6043056412796859,53.833333333333336,0.7225894195905899,70.0,,,,,
473,grigor dimitrov,R,188.0,42.0,24.0,0.39353464327888926,0.2766768769422462,0.42142533392533404,0.5870107405821692,0.8106433531577275,0.6364892539385836,87.45238095238095,0.6594416591940041,28.0,207.1,0.627,0.41100000000000003,0.7,0.33299999999999996
479,albert ramos,L,188.0,49.0,24.0,0.3904387540362943,0.2577189400568752,0.4122891787768265,0.5272977022977025,0.7544884442551406,0.6264879742569169,93.81632653061224,0.6206422702263361,45.0,,,,,
488,benoit paire,R,196.0,43.0,13.0,0.3506343700449943,0.2070058437534498,0.403644502012815,0.5647051692500155,0.6698308667276918,0.5354094924958942,97.16279069767442,0.5744121257205955,46.0,169.4,0.595,0.374,0.308,0.41700000000000004
493,david goffin,R,180.0,29.0,14.0,0.3992696302419191,0.28683538683538684,0.44279215233362756,0.49863732254839327,0.7428534588017347,0.5830278573567932,72.24137931034483,0.6101024309071055,39.0,,,,,
502,roberto bautista agut,R,183.0,54.0,29.0,0.3986386882719008,0.27693855691060704,0.4301110276191976,0.5551372102842691,0.7946026251226593,0.6557297884303034,53.03703703703704,0.6501567281715012,19.0,186.9,0.5870000000000001,0.43200000000000005,0.42100000000000004,0.429
508,guido pella,L,185.0,25.0,7.0,0.37137533470465023,0.24958448792349727,0.45344461420932014,0.546032412032412,0.6438248566019462,0.6600584000747455,54.52,0.5580920722962819,74.0,,,,,
511,steve johnson,R,188.0,22.0,10.0,0.32938892837559225,0.16509710945103875,0.3790797586252132,0.5973965662820152,0.809106789223332,0.5477458662909466,103.0909090909091,0.6530947908847657,85.0,,,,,
514,federico delbonis,L,190.0,47.0,23.0,0.38867876225181364,0.26642022280320155,0.38822641414532577,0.5729887833331284,0.7349943860895051,0.6289180062497233,99.72340425531915,0.6076610286740534,44.0,192.6,0.589,0.409,0.615,0.313
515,jiri vesely,L,198.0,26.0,10.0,0.33246251941948024,0.1620101209750531,0.36195935474781626,0.6404095904095904,0.8616908064481894,0.6731204386890131,89.5,0.6756749006383883,83.0,,,,,
516,jan lennard struff,R,193.0,54.0,25.0,0.35971970567657213,0.19862313542310112,0.3224131199642896,0.5451824924047147,0.7746086771495265,0.5660345268238741,64.98148148148148,0.6256171724668166,51.0,,,,,
518,pablo carreno busta,R,188.0,50.0,33.0,0.3746390034670688,0.24414019391341366,0.42980905695611576,0.6373290859467329,0.8016880285177496,0.6911603518490846,71.14,0.6590363899719216,20.0,219.2,0.655,0.431,0.4,0.706
523,dusan lajovic,R,180.0,46.0,18.0,0.3550125093903848,0.20544273221282242,0.361674986706956,0.5915762980980372,0.7514733076433843,0.6752757641031045,85.30434782608695,0.612744472052016,33.0,159.5,0.5870000000000001,0.371,0.273,0.364
524,dominic thiem,R,185.0,18.0,9.0,0.37131025715471566,0.2603440223538263,0.44830291540817846,0.5452538928029124,0.808024453759748,0.6345997738108232,44.5,0.6703546842726475,15.0,,,,,
528,diego schwartzman,R,170.0,56.0,36.0,0.4300658582421071,0.357227757499761,0.4687469888887959,0.5487604800692206,0.7641445107211086,0.6334729419611306,104.5,0.6208024961450687,13.0,212.9,0.5920000000000001,0.45399999999999996,0.5,0.583
529,nick kyrgios,R,193.0,14.0,7.0,0.3039385872518486,0.12203754578754579,0.2760319512420353,0.3611241932670503,0.8340626635269494,0.6701847375212322,83.21428571428571,0.6811611037163255,93.0,,,,,
530,filip krajinovic,R,185.0,42.0,19.0,0.3673563018733662,0.24969074541442962,0.3972967839039268,0.5743725170720969,0.7894561236141288,0.6270055467808476,77.73809523809524,0.6395437905997191,42.0,173.9,0.628,0.40299999999999997,0.375,0.33299999999999996
531,borna coric,R,188.0,9.0,6.0,0.3519586246509004,0.18051125287967393,0.3324675324675324,0.4851851851851852,0.8639291087691501,0.6651988492880637,75.55555555555556,0.7004975845475951,73.0,178.7,0.634,0.353,0.0,0.8
532,peter gojowczyk,R,185.0,16.0,9.0,0.3433643590357217,0.17947985939713879,0.3287629037629038,0.6213406385281386,0.7771612295410503,0.5283051522047346,55.0,0.6330858354924265,86.0,,,,,
533,james duckworth,R,183.0,36.0,18.0,0.3531007708230246,0.20176907309905245,0.48172082547082556,0.6213342340303124,0.7995570272950305,0.5737492154167297,66.86111111111111,0.6426450114224926,49.0,201.1,0.662,0.39399999999999996,0.455,0.5
539,alexander zverev,R,198.0,67.0,52.0,0.4023555089351893,0.2965291839913933,0.43839839679391907,0.5167110667110668,0.8631281727289857,0.678410076586021,46.223880597014926,0.6962361546911086,3.0,224.4,0.612,0.414,0.542,0.6759999999999999
541,john millman,R,183.0,48.0,22.0,0.3764764833143249,0.23372184902515783,0.429582922184025,0.5510981647494805,0.7062246021200164,0.624838832672985,95.4375,0.6053572224388827,72.0,218.6,0.5710000000000001,0.41600000000000004,0.588,0.611
545,nikoloz basilashvili,R,185.0,57.0,31.0,0.38506647006477907,0.2604263183210551,0.42465966695842844,0.52948651795401,0.7292683007853287,0.565502448415042,73.89473684210526,0.6015072728556428,22.0,222.3,0.557,0.43200000000000005,0.55,0.684
548,marco cecchinato,R,185.0,36.0,15.0,0.3654898584735956,0.20583845019320296,0.3433130912297579,0.5620204641037974,0.758128657361394,0.6649693881006565,96.88888888888889,0.6257389541328271,100.0,206.6,0.575,0.38,0.33299999999999996,0.778
553,facundo bagnis,L,183.0,18.0,7.0,0.36124730088233076,0.19765534483671743,0.41061006894340224,0.6019891374058042,0.7155802893547991,0.6014457666541055,82.77777777777777,0.6022755709509942,76.0,,,,,
554,taylor fritz,R,193.0,56.0,34.0,0.3639840359334029,0.22221610934583613,0.4351262615830283,0.5520845668042705,0.8124292092516885,0.5896238380233111,52.44642857142857,0.65636065462748,23.0,221.0,0.623,0.384,0.632,0.5710000000000001
556,jordan thompson,R,183.0,42.0,21.0,0.3477982064500088,0.18475174413199624,0.32595060362917516,0.522375047812763,0.762652172498111,0.5829420821053203,95.66666666666667,0.6313027087500223,75.0,233.6,0.608,0.34,0.769,0.619
557,daniel evans,R,175.0,48.0,25.0,0.3737073972850211,0.239044803271777,0.47147963352007477,0.5983414274315011,0.7827466821032995,0.6235402026114598,51.083333333333336,0.6372848351906678,25.0,203.1,0.6609999999999999,0.423,0.47100000000000003,0.47600000000000003
558,yoshihito nishioka,L,170.0,32.0,10.0,0.34198950746738355,0.16205107430194504,0.2747824224386724,0.502587083055833,0.641693296956455,0.6605207804524966,72.0625,0.5733698656869122,81.0,237.5,0.516,0.335,0.857,0.667
559,karen khachanov,R,198.0,53.0,30.0,0.37193503716262094,0.21811433832638819,0.37606480182784285,0.620783047005373,0.8261904719630974,0.6291056345033331,70.58490566037736,0.6549697107096379,29.0,204.4,0.657,0.387,0.4,0.6
565,daniil medvedev,R,198.0,71.0,59.0,0.4217649245161934,0.33259203956950123,0.46570270611281384,0.5670685730544885,0.8755508785874413,0.6289079915288405,58.732394366197184,0.6956109936442546,2.0,227.7,0.618,0.45899999999999996,0.75,0.45
566,thiago monteiro,L,183.0,28.0,13.0,0.3618682875128806,0.2121446947077199,0.3879810257436308,0.6248915533579399,0.8165489470846614,0.6734172241771653,178.21428571428572,0.6548567524889933,89.0,,,,,
568,frances tiafoe,R,188.0,55.0,32.0,0.3658681219809264,0.22301691901319892,0.3972851391033209,0.5608035666057056,0.8208025175114223,0.6103244531395217,91.27272727272727,0.649720408635604,38.0,204.6,0.642,0.39,0.5,0.514
574,andrey rublev,R,188.0,74.0,52.0,0.3992829245100188,0.26630393551446185,0.4562150312150312,0.5290388665388666,0.862939695401332,0.6117017627414367,57.04054054054054,0.6792976707614956,5.0,216.5,0.648,0.436,0.565,0.516
575,henri laaksonen,R,185.0,12.0,6.0,0.36637005034237036,0.23257469654528476,0.4360805860805861,0.5689363876863877,0.7537258493140846,0.5511344980032381,56.166666666666664,0.6197807339160873,98.0,,,,,
577,denis shapovalov,L,185.0,52.0,30.0,0.3732888722901494,0.23956102475136512,0.3831800453257943,0.5662775792583484,0.8525669192054239,0.5906223575739935,67.15384615384616,0.6736729575392488,14.0,202.4,0.6940000000000001,0.392,0.43799999999999994,0.5
578,laslo djere,R,188.0,49.0,23.0,0.3789632666850311,0.23697536754063708,0.3974529544548856,0.5301904444761586,0.7535664234565534,0.5932869848467963,76.3265306122449,0.6226673952324735,52.0,180.4,0.6,0.36700000000000005,0.524,0.313
579,marton fucsovics,R,188.0,50.0,26.0,0.3881684273703588,0.25622174358747235,0.43036194953996815,0.6034311244311246,0.7704822272498743,0.5952289779620279,59.54,0.6280743890028349,40.0,201.2,0.609,0.418,0.5710000000000001,0.414
580,stefanos tsitsipas,R,193.0,70.0,52.0,0.3939470186909422,0.2784220208302232,0.44599373548953375,0.5472641463091774,0.8844391861234204,0.6277955511939932,42.34285714285714,0.6987363200001564,4.0,218.4,0.6609999999999999,0.42700000000000005,0.56,0.536
581,tennys sandgren,R,188.0,23.0,8.0,0.3267424646167125,0.17107144063665805,0.29926209056643843,0.4892088587740761,0.7117582900191595,0.5873530511270796,71.3913043478261,0.6013024426835285,96.0,,,,,
584,roberto carballes baena,R,183.0,26.0,11.0,0.39559406171145467,0.28868153491873416,0.40256245666164703,0.4992063492063492,0.6829272178894112,0.643687930301399,76.0,0.5798566880774482,79.0,,,,,
586,matteo berrettini,R,196.0,52.0,40.0,0.36487004477562085,0.2175206639401983,0.41052964129887215,0.5788317184951801,0.8999118246007382,0.6430833382688389,66.6923076923077,0.7062150654568262,7.0,259.6,0.73,0.40299999999999997,0.818,0.645
587,cameron norrie,L,188.0,77.0,52.0,0.40549356628947375,0.30839659237291017,0.48875450476863785,0.5933977998913061,0.8137002509619341,0.6627382539644974,66.54545454545455,0.642622280178727,12.0,214.7,0.604,0.452,0.591,0.5
588,alex de minaur,R,183.0,50.0,25.0,0.4004155085570808,0.2856864217056033,0.4432038517038518,0.49689923973515315,0.7580337717837716,0.6078590117198832,68.12,0.6251865334520162,34.0,197.2,0.6,0.41,0.462,0.5
589,jaume munar,R,183.0,29.0,11.0,0.3901462310473881,0.2534424457492142,0.3577780103454765,0.5680202544807007,0.7273481007267172,0.6782022946395354,76.20689655172414,0.6068498645694177,77.0,163.0,0.612,0.355,0.1,0.563
592,mackenzie mcdonald,R,178.0,32.0,17.0,0.36228678265592,0.20047309277911055,0.36732869356950243,0.592311507936508,0.7982986073613493,0.6472728048997273,52.1875,0.6418883592258914,55.0,185.0,0.625,0.354,0.3,0.5710000000000001
594,hubert hurkacz,R,196.0,57.0,35.0,0.362671803525605,0.20769014582482076,0.36125042541451197,0.5421711329606068,0.8558241563504719,0.6411928037146712,79.71929824561404,0.677278301811124,9.0,205.7,0.636,0.355,0.42100000000000004,0.645
595,ilya ivashka,R,193.0,41.0,27.0,0.39425833118260073,0.277512765012765,0.42896520823350087,0.557470239787313,0.8377859671477056,0.614647176434982,91.2439024390244,0.6720669434106663,48.0,231.5,0.639,0.40399999999999997,0.636,0.636
596,ugo humbert,L,188.0,34.0,16.0,0.3278233312108749,0.1495521057838942,0.38387627594283946,0.6222392395186512,0.8326455318897498,0.6314234308995638,62.970588235294116,0.6671189942748811,35.0,210.7,0.664,0.29600000000000004,0.556,0.591
598,reilly opelka,R,211.0,43.0,21.0,0.2810530449987154,0.09924046545023574,0.373141716164972,0.5428513100366728,0.8785964569426301,0.6522929577413139,80.62790697674419,0.6985182122269596,26.0,196.8,0.662,0.363,0.364,0.579
599,cristian garin,R,185.0,39.0,21.0,0.39697387111926996,0.28509059096397005,0.450079325382969,0.6100880039139148,0.758493814296982,0.6184628431913042,99.8974358974359,0.6220749580257672,17.0,176.4,0.64,0.41600000000000004,0.308,0.4
601,lloyd harris,R,193.0,52.0,30.0,0.3534693360162401,0.21202383969262983,0.44071817448514283,0.5674781948820411,0.8260586931075568,0.6662662347599527,115.48076923076923,0.6723275248521579,31.0,200.7,0.623,0.39299999999999996,0.6,0.391
604,felix auger aliassime,R,193.0,60.0,38.0,0.3735579176895932,0.2281188981160377,0.4156046731046731,0.49831756206756217,0.8373112173773937,0.6294789113268884,53.46666666666667,0.6750252186391592,11.0,,,,,
606,miomir kecmanovic,R,183.0,38.0,13.0,0.368002254522252,0.21131745025438659,0.3829768550163288,0.5359972975623947,0.7163546236994884,0.6150650915328166,79.36842105263158,0.6069610957201232,69.0,178.1,0.601,0.374,0.25,0.556
607,casper ruud,R,183.0,73.0,56.0,0.39732836771157565,0.3001838389732278,0.4842959932001028,0.4664252984458465,0.8472388016368887,0.6422574256244183,79.71232876712328,0.6797008398915432,8.0,247.4,0.61,0.449,0.8240000000000001,0.591
608,lorenzo sonego,R,191.0,52.0,29.0,0.362347467987001,0.21928359787522675,0.4064688249784404,0.5664026144795377,0.8342885109485787,0.6612329632837608,77.88461538461539,0.6604258202473432,27.0,199.2,0.614,0.38299999999999995,0.47100000000000003,0.524
609,alexander bublik,R,196.0,64.0,35.0,0.3473069989030259,0.20017407021083486,0.37694787851037836,0.6277183273168183,0.7937882021981285,0.5727734677935535,80.25,0.6349535718961136,36.0,205.6,0.6609999999999999,0.39,0.55,0.455
610,corentin moutet,L,178.0,25.0,12.0,0.3665374480804316,0.2283883571297759,0.34662639974404674,0.47147297147297146,0.6929085914085913,0.6846454242156729,54.24,0.5902162717658237,92.0,,,,,
612,alexei popyrin,R,196.0,40.0,18.0,0.3446261695301459,0.1769371705118441,0.3776735764235764,0.5628039321789322,0.8162105827179357,0.5935536004403238,56.725,0.6582589912291735,61.0,207.9,0.6559999999999999,0.354,0.41200000000000003,0.657
613,stefano travaglia,R,185.0,31.0,11.0,0.3633332003524938,0.23431752119957452,0.39885490853232797,0.5069786843980393,0.7039915658761159,0.566822015577783,60.354838709677416,0.586894152877717,78.0,170.7,0.5539999999999999,0.386,0.5,0.267
614,soon woo kwon,R,180.0,31.0,17.0,0.36918710210393363,0.23397884180616632,0.3700862757314371,0.5068806799357084,0.7656273562239343,0.6032181046624612,97.87096774193549,0.6243453306625507,53.0,,,,,
619,dominik koepfer,L,180.0,45.0,20.0,0.3618055475908262,0.20668350043265518,0.4040553491533883,0.5418487277543004,0.7096507293239319,0.6122951821500552,80.4888888888889,0.5974416861605375,54.0,206.7,0.595,0.401,0.6,0.47100000000000003
620,mikael ymer,R,183.0,37.0,18.0,0.38969640845328324,0.28058345824573006,0.45666813975637505,0.5665751974575503,0.6595748471909463,0.6750107772144407,80.05405405405405,0.5678995598911362,94.0,191.3,0.5379999999999999,0.408,0.667,0.3
622,jannik sinner,R,188.0,70.0,48.0,0.4053150195930099,0.2894643786368302,0.48170630956345234,0.6167107464995569,0.8219770076929759,0.5956245704043382,70.45714285714286,0.6566419151469963,10.0,228.6,0.66,0.43799999999999994,0.588,0.6
623,alejandro davidovich fokina,R,183.0,47.0,25.0,0.394152651079746,0.27467346686899147,0.4249669733358226,0.5109235862908218,0.7218244595528701,0.6782156082223884,79.48936170212765,0.6067678172882686,50.0,213.1,0.579,0.396,0.556,0.6
624,tommy paul,R,185.0,47.0,25.0,0.3818237677176737,0.23236501008963298,0.4036632336184407,0.4726850572595252,0.7833748495208543,0.6007091370421858,103.7872340425532,0.6344369502933628,43.0,209.1,0.59,0.39,0.667,0.444
628,emil ruusuvuori,R,188.0,45.0,23.0,0.3856804371676101,0.23957656359617147,0.4016990416990418,0.48887698989148276,0.7352951957265685,0.6481739386460705,75.44444444444444,0.6241369360279962,95.0,206.3,0.5720000000000001,0.39,0.563,0.5379999999999999
629,marcos giron,R,180.0,41.0,22.0,0.34426611582502115,0.18443232799402093,0.3685249709639954,0.584325628477256,0.7747429634558682,0.5950153244612009,64.1951219512195,0.624366318344606,66.0,215.9,0.626,0.39,0.643,0.5
631,gianluca mager,R,185.0,37.0,15.0,0.3457684820128435,0.19578643231894002,0.4280849030849031,0.5890878640878643,0.7747389437095318,0.5844270069765373,77.35135135135135,0.6271282987300939,62.0,179.4,0.642,0.39799999999999996,0.33299999999999996,0.42100000000000004
632,federico coria,R,180.0,32.0,15.0,0.37937825576772916,0.2693279504400828,0.40184884559884565,0.5105840773809525,0.6587430543312895,0.6386818471177039,146.625,0.5797223456240522,63.0,240.9,0.5870000000000001,0.428,0.727,0.667
633,sebastian korda,R,196.0,49.0,31.0,0.3860626820683601,0.24795243656960758,0.42046392561204876,0.5995715169184558,0.8082269109287621,0.6449199074705364,55.16326530612245,0.6467411293434565,41.0,217.6,0.665,0.392,0.643,0.47600000000000003
634,aslan karatsev,R,185.0,51.0,32.0,0.3840633660516934,0.2696739380330712,0.39407606109937193,0.587744848384987,0.8037724213334303,0.5921311376177172,53.470588235294116,0.6489464315427721,18.0,205.8,0.617,0.39399999999999996,0.647,0.4
635,arthur rinderknech,R,196.0,31.0,16.0,0.3612912802753393,0.22889028183145824,0.4443950550487053,0.6252030333149879,0.8204902408088268,0.631883688176059,65.7741935483871,0.6549980934267402,58.0,181.0,0.643,0.41700000000000004,0.5,0.25
636,pedro martinez,R,185.0,36.0,17.0,0.3877500419988412,0.2712935621023856,0.44063151354818025,0.5744162858746192,0.7331129260889323,0.6527813175683076,64.66666666666667,0.6062472379676401,60.0,204.9,0.604,0.42700000000000005,0.556,0.462
637,lorenzo musetti,R,185.0,42.0,21.0,0.3640986287636649,0.20716403390179425,0.30144016906234955,0.5848489143132001,0.7553445080022874,0.6762725529401638,64.07142857142857,0.6131735493857502,59.0,214.0,0.604,0.34299999999999997,0.526,0.667
638,carlos alcaraz,R,185.0,47.0,30.0,0.4003867637651701,0.3043624039376024,0.43649260083117625,0.5220403040817145,0.7595407159907623,0.6251471783027565,68.46808510638297,0.6295572141149852,32.0,238.5,0.603,0.43799999999999994,0.7140000000000001,0.63
639,jenson brooksby,R,188.0,18.0,12.0,0.3935003858214481,0.2696711467544801,0.41493324070723453,0.5667789001122334,0.8105514855514855,0.634061659335347,45.333333333333336,0.6475438546042063,56.0,,,,,
640,brandon nakashima,R,185.0,27.0,15.0,0.35860346638516455,0.21520708171034972,0.46964486131152794,0.5420554753888087,0.8197965410985707,0.5890048975900583,54.51851851851852,0.6676184342302482,68.0,,,,,
641,botic van de zandschulp,R,188.0,21.0,12.0,0.36345238950889364,0.21547395161393398,0.28281138079899687,0.6584245259057289,0.8144309089930497,0.6311842913600675,103.95238095238095,0.6538252447938792,57.0,,,,,
642,benjamin bonzi,R,185.0,6.0,1.0,0.3375102273798203,0.1842261904761905,0.39703425229741013,0.6047152194211017,0.702579365079365,0.5694122746551026,50.5,0.5751699479440432,64.0,,,,,
643,hugo gaston,L,173.0,17.0,8.0,0.37645027722665525,0.2503804250344042,0.4263795892688626,0.5289577444854262,0.6669421697103358,0.576369045240906,44.76470588235294,0.5734064964769177,67.0,,,,,
644,juan manuel cerundolo,L,183.0,9.0,4.0,0.3833265135264698,0.2611693861693862,0.3662652162652163,0.5161976911976912,0.6354838063171396,0.7299207684881945,71.55555555555556,0.5629673683797515,90.0,,,,,
