,name,hand,height,rang,matchs,win,pourc_return_win_pnt,pourc_break_games,pourc_break_point_made,pourc_break_point_saved,pourc_serv_games_win,pourc_serv_in,mean_ranking_oppo,pourc_serv_win_pnt,Under Pressure Rating, % Break Point Saved, % Break Points Converted Pressure, % Deciding Sets Won, % Tie Breaks Won
14,kenneth carlsen,L,190.0,69.0,25.0,9.0,0.33572546100091166,0.17313054592466354,0.37990476190476186,0.5128210678210678,0.7487831320726059,0.6195615807349252,48.52,0.6155455476569768,206.6,61.7%,35.3%,66.7%,42.9%
42,fabrice santoro,R,178.0,43.0,42.0,19.0,0.3824781804912327,0.25206775152884026,0.4394055679769966,0.5082080419580419,0.7338258101501327,0.5841917954662927,58.476190476190474,0.6004540262267474,181.4,60.3%,43.6%,30.8%,46.7%
93,andre agassi,R,180.0,9.0,18.0,10.0,0.37313787381583274,0.20682514278528774,0.3376794501794502,0.5854957950546185,0.8076488442803448,0.5866042526170303,81.83333333333333,0.6496577197201474,,,,,
120,younes el aynaoui,R,193.0,,3.0,2.0,0.395980595980596,0.2333333333333333,0.3296296296296296,0.5777777777777778,0.8333333333333334,0.5635269846223193,51.666666666666664,0.6703611241136596,,,,,
127,greg rusedski,L,193.0,,21.0,6.0,0.31111416508961665,0.15258015098240665,0.34993987493987494,0.5307359307359307,0.7161871997398312,0.6076741653307958,63.904761904761905,0.5928964752164223,,,,,
129,jonas bjorkman,R,183.0,,31.0,13.0,0.3675123293047963,0.2202694336986062,0.36569043936965645,0.4637892573376444,0.7142580219283875,0.5989020078595944,88.83870967741936,0.6113600015985262,199.8,47.9%,41.9%,50.0%,60.0%
140,albert costa,R,180.0,,4.0,2.0,0.4168257958792763,0.3010912698412698,0.3504689754689755,0.4035714285714286,0.6318181818181818,0.7236035387568406,45.25,0.5617687147757903,,,,,
148,vincent spadea,R,183.0,,45.0,19.0,0.40842675757543506,0.2940211272693212,0.38591463442340623,0.554300976800977,0.7486775116677079,0.5766965062576506,99.15555555555555,0.6123393290768576,163.8,64.1%,38.7%,37.5%,23.5%
159,bohdan ulihrach,R,188.0,,1.0,0.0,0.4473684210526316,0.4,0.2857142857142857,0.45454545454545453,0.45454545454545453,0.5588235294117647,79.0,0.47058823529411764,,,,,
168,mark philippoussis,R,196.0,,18.0,9.0,0.3256622093097479,0.1543722481222481,0.3361111111111111,0.48306878306878315,0.8101969694840538,0.553408972809438,50.05555555555556,0.6494777321027112,,,,,
170,jiri novak,R,190.0,,24.0,11.0,0.36980694967605415,0.22787266518884164,0.3514874530354406,0.5209061771561772,0.7304752777179249,0.644294325618849,50.041666666666664,0.6157534851366788,,,,,
172,carlos moya,R,190.0,,51.0,30.0,0.3674375820478038,0.21476355504037167,0.37664731782378846,0.6350549488957794,0.7956707568822845,0.5848358932890065,84.54901960784314,0.639131382455865,229.6,64.3%,38.6%,66.7%,60.0%
179,tim henman,R,185.0,,51.0,31.0,0.3888706867095779,0.27107584706382754,0.4489417989417989,0.5673225339315308,0.8001430802619308,0.6154618052672376,71.6078431372549,0.6384708585944131,202.7,62.6%,42.8%,38.5%,58.8%
182,nicolas lapentti,R,188.0,,15.0,7.0,0.4006095113210923,0.28816849816849816,0.3896921596921596,0.5492352092352092,0.697838488671822,0.6302934194540296,62.06666666666667,0.6008608712099233,,,,,
185,thomas johansson,R,180.0,,26.0,10.0,0.33292591477279826,0.15795447011510358,0.4005110839386858,0.6181361373669064,0.8198557274801618,0.5664685822955208,75.34615384615384,0.6460828600443322,,,,,
189,galo blanco,R,173.0,,1.0,0.0,0.47674418604651164,0.3846153846153846,0.5555555555555556,0.4444444444444444,0.23076923076923078,0.53125,9.0,0.40625,,,,,
191,dominik hrbaty,R,183.0,,57.0,31.0,0.39207972884044706,0.2728132634479384,0.3888535573712235,0.5924314362394856,0.7376250989355041,0.5570621561789241,75.80701754385964,0.6047981757581329,197.5,57.2%,38.7%,65.2%,36.4%
196,sargis sargsian,R,180.0,,2.0,0.0,0.2885122410546139,0.0625,0.16666666666666666,0.5773809523809523,0.5,0.6000761035007611,24.0,0.4945459157787925,,,,,
198,mariano zabaleta,R,183.0,,9.0,3.0,0.36828581743095523,0.2492974617974618,0.3302443170864223,0.5436606966018731,0.7575396825396825,0.5774646168562269,61.666666666666664,0.6210903443373361,,,,,
200,albert portas,R,188.0,,16.0,5.0,0.3382015691437535,0.19638287060162057,0.3916396103896104,0.5745306776556776,0.6449626396994816,0.5336757073340896,39.0,0.5699659065035281,,,,,
202,tommy haas,R,188.0,,67.0,48.0,0.3834694679070521,0.2522503063287665,0.3777269165328867,0.5112683336563933,0.8468346249887073,0.6097548818180646,81.08955223880596,0.6787738533186394,227.3,62.2%,40.2%,61.9%,63.0%
203,nicolas kiefer,R,183.0,,21.0,14.0,0.4020631234505867,0.2769570275662712,0.41252353466639186,0.5947079514748689,0.7321071891453729,0.517418340486467,68.14285714285714,0.6129430748078779,,,,,
204,andrei pavel,R,183.0,,32.0,11.0,0.3588902524029107,0.19177646036561477,0.3365349060661561,0.5316033894618453,0.7048056248286029,0.6263053563162542,125.1875,0.5879933797993887,168.5,55.8%,34.2%,22.2%,56.3%
208,juan antonio marin,R,175.0,,10.0,2.0,0.3425332965722436,0.17468434343434341,0.3057754010695187,0.3648015873015873,0.6724621212121212,0.5333912408119409,61.4,0.5741268237604731,,,,,
210,davide sanguinetti,R,188.0,,36.0,11.0,0.35108397956331117,0.17134304738471404,0.32143959435626107,0.5398022502189169,0.7058136450132064,0.5744939961458615,99.19444444444444,0.596171690277684,186.5,57.3%,37.1%,50.0%,42.1%
211,justin gimelstob,R,196.0,,28.0,9.0,0.33647613674209575,0.1601383735312307,0.3068683883809934,0.5438113525989466,0.7695724968309003,0.5629797682596289,97.67857142857143,0.6118662771724276,176.8,65.3%,35.3%,33.3%,42.9%
212,fernando vicente,R,180.0,,19.0,2.0,0.3503279763899115,0.18010117767735492,0.3659469185784975,0.4715106530896005,0.6342808507282192,0.6497785332194052,94.15789473684211,0.5613295527617185,,,,,
214,arnaud clement,R,173.0,,47.0,27.0,0.3888969383869952,0.25587594681774906,0.4101255718276995,0.5484408197874042,0.7878174755990778,0.5821180611668341,73.72340425531915,0.6424198058315432,230.4,60.0%,41.9%,56.3%,72.2%
219,jan michael gambill,R,190.0,,1.0,0.0,0.34615384615384615,0.125,0.2,0.4444444444444444,0.375,0.3684210526315789,64.0,0.47368421052631576,,,,,
222,alex calatrava,R,190.0,,3.0,0.0,0.3293040354062894,0.10366161616161614,0.22777777777777777,0.7424242424242425,0.8450386215092097,0.5863254203192526,65.66666666666667,0.6552649512772317,,,,,
224,ramon delgado,R,185.0,,9.0,2.0,0.3181869304080166,0.14339721357265217,0.4148148148148148,0.4748612498612499,0.7242202729044833,0.5781402364250847,38.22222222222222,0.6134492203885163,,,,,
225,john van lottum,R,185.0,,1.0,0.0,0.3064516129032258,0.09999999999999998,0.25,0.6666666666666666,0.7272727272727273,0.5131578947368421,16.0,0.5921052631578947,,,,,
227,marat safin,R,193.0,,55.0,32.0,0.369400305540459,0.21941697903997362,0.41894923258559613,0.591083966538512,0.8224679808682365,0.6103498076821914,60.49090909090909,0.6606070184169424,207.2,64.7%,39.2%,50.0%,53.3%
229,sebastien grosjean,R,175.0,,47.0,26.0,0.4009014895905581,0.3000429791663327,0.48803116991477435,0.6007189657397798,0.768518266603373,0.5443587389662671,78.08510638297872,0.6291949887655092,183.3,59.4%,46.3%,25.0%,52.6%
235,lleyton hewitt,R,180.0,,46.0,32.0,0.4298917146015945,0.3457479344812768,0.4611439285352328,0.4811351171733482,0.7715407364505494,0.5509194941154315,69.8913043478261,0.6296421491477551,228.9,58.4%,43.9%,73.7%,52.9%
236,stefan koubek,L,175.0,,18.0,10.0,0.37857183514211745,0.24346833721833722,0.40247514830848163,0.5868945868945867,0.7384283155116488,0.5605945274376571,59.611111111111114,0.614900337664515,,,,,
238,rainer schuettler,R,180.0,,31.0,10.0,0.36583590242882724,0.23080381229786995,0.3818146906856584,0.4551376938473713,0.7264226624158713,0.5699411495837501,82.2258064516129,0.6159618004513082,144.4,52.5%,43.3%,28.6%,20.0%
240,alberto martin,R,175.0,,40.0,18.0,0.3782693187462198,0.260341471028971,0.36166606473591767,0.5301120182921654,0.6752370938240504,0.5794535621418075,89.625,0.5874762638981111,199.3,56.0%,42.2%,55.6%,45.5%
241,gaston gaudio,R,175.0,,47.0,26.0,0.4087291034527916,0.3135570094038632,0.4254942530005107,0.541935593402924,0.7169493128626828,0.6203270149288229,91.08510638297872,0.6069105965424919,202.7,57.5%,41.9%,50.0%,53.3%
244,juan carlos ferrero,R,183.0,,51.0,28.0,0.38846577788498593,0.25953464778575247,0.3758166925986995,0.5262140221892543,0.7701806591749665,0.6881653824984467,84.49019607843137,0.6363838019055563,203.9,56.5%,36.3%,50.0%,61.1%
245,wayne arthurs,L,190.0,,12.0,4.0,0.2814819007543239,0.08834582313684482,0.3494708994708995,0.5965848965848967,0.8374513694366637,0.5777882850323316,45.916666666666664,0.6801701876544269,,,,,
246,paul goldstein,R,178.0,,37.0,16.0,0.39187650921265027,0.2847016148486736,0.4352195949719169,0.5650146400146401,0.6949524023053436,0.591758951211445,76.83783783783784,0.592715039963946,154.5,57.7%,43.5%,33.3%,20.0%
247,ivan ljubicic,R,193.0,,77.0,57.0,0.3761547760991532,0.23627520002906113,0.3755631402916393,0.5466513284695103,0.8774618752482701,0.60487281299735,58.36363636363637,0.6924385970860545,223.3,65.6%,36.9%,70.8%,50.0%
248,peter wessels,R,196.0,,1.0,0.0,0.3770491803278688,0.30000000000000004,0.6,0.4,0.4,0.5535714285714286,49.0,0.42857142857142855,,,,,
249,roger federer,R,185.0,,95.0,90.0,0.4301019246983717,0.3420530382417297,0.4750032109454465,0.5936844003949266,0.9089072883736394,0.6284074640918182,63.8421052631579,0.7129758187982055,275.2,69.7%,43.0%,90.0%,72.5%
250,antony dupuis,R,185.0,,3.0,2.0,0.2915606856168221,0.14835164835164835,0.5,0.6944444444444443,0.9010989010989011,0.6371359137995708,18.666666666666668,0.7094933833297867,,,,,
251,max mirnyi,R,196.0,,45.0,21.0,0.3315937673120442,0.17202815049873876,0.3380190796857464,0.5600432283765617,0.8250907348626874,0.6155828208079707,65.33333333333333,0.6682200731573311,201.7,67.5%,37.1%,47.1%,50.0%
252,george bastl,R,183.0,,9.0,3.0,0.32499401066826844,0.14012345679012345,0.3068783068783068,0.5300186741363212,0.7164721081387749,0.56754487000794,45.888888888888886,0.586122690142038,,,,,
255,christophe rochus,R,170.0,,41.0,15.0,0.35926036960228697,0.20894910644910647,0.39186494399909033,0.44217665803031664,0.600507757824831,0.6395126226888433,83.41463414634147,0.5498582323400136,231.0,47.6%,39.8%,63.6%,80.0%
257,andreas vinciguerra,L,180.0,,3.0,0.0,0.31190790923110817,0.14973262032085563,0.45,0.3904761904761904,0.663235294117647,0.6675712358922157,42.0,0.5468773179053552,,,,,
258,paradorn srichaphan,R,185.0,,58.0,28.0,0.33807291229292036,0.15934817717779173,0.4000834287979319,0.5234424100803411,0.8121134916469601,0.557306841673466,89.24137931034483,0.6600724266872406,196.2,58.2%,32.9%,48.0%,57.1%
260,jiri vanek,R,185.0,,25.0,9.0,0.3804175013374952,0.2848102779573367,0.4192885154061624,0.5727826585179525,0.6784781810971071,0.6560910709019364,97.28,0.5718040437914129,,,,,
261,nicolas massu,R,183.0,,60.0,35.0,0.3784746864519511,0.23172097102244155,0.4387457463560405,0.553463467892816,0.7945765710897288,0.5895886408660099,67.13333333333334,0.6374518929702688,226.3,60.9%,42.8%,61.1%,61.5%
262,juan ignacio chela,R,190.0,,53.0,27.0,0.3944812076857554,0.26006687646459237,0.43206918867296223,0.634792094697755,0.7611546293274196,0.6040184698231136,73.20754716981132,0.6253539671538394,184.5,61.9%,41.6%,38.9%,42.1%
264,agustin calleri,R,183.0,,49.0,30.0,0.393907946140318,0.2695087848659277,0.407403027811191,0.5390348939758177,0.815234523011581,0.5697775100694126,61.795918367346935,0.6545570978485965,219.1,60.9%,39.1%,66.7%,52.4%
269,olivier rochus,R,168.0,,50.0,30.0,0.4153038418135599,0.3263382676147382,0.432442004074357,0.5766506646947824,0.7782363615214001,0.6325909312439583,66.08,0.6309628531613644,202.5,61.5%,39.8%,42.9%,58.3%
270,harel levy,R,185.0,,1.0,0.0,0.34408602150537637,0.07692307692307687,0.125,0.3333333333333333,0.5384615384615384,0.6276595744680851,99.0,0.5,,,,,
272,tomas behrend,R,193.0,,12.0,2.0,0.35603702584705527,0.17930578408519585,0.3846459096459096,0.5177076213260423,0.6314604377104378,0.5832016407097199,83.25,0.5511671319876565,,,,,
273,tomas zib,R,178.0,,18.0,1.0,0.28232181038774434,0.08781897115230447,0.29074074074074074,0.5245590828924163,0.630844001677335,0.5673336939465375,46.5,0.5650741469277982,,,,,
275,raemon sluiter,R,185.0,,20.0,6.0,0.34172374275638845,0.1732009144237405,0.3376082251082251,0.45839355089355094,0.7673278623550364,0.5602636935614944,106.8,0.6420287640593311,,,,,
276,hyung taik lee,R,180.0,,29.0,16.0,0.36494754116859884,0.2118659568963829,0.44371031267582994,0.5628038628038629,0.7759664253045272,0.6737135824420772,75.65517241379311,0.637895931273035,,,,,
277,xavier malisse,R,185.0,,55.0,31.0,0.39763882118088595,0.2787288460202899,0.46033444458137607,0.5780363071272163,0.7879068711724213,0.5822139917228485,63.67272727272727,0.6420896393566624,211.8,63.8%,41.4%,52.4%,54.2%
279,mikhail youzhny,R,183.0,,44.0,23.0,0.39479564684093377,0.2593848737925926,0.39602411477411475,0.5426197639415343,0.7404838909526849,0.5852008660693163,65.22727272727273,0.6149928070160976,235.1,57.8%,43.0%,70.0%,64.3%
280,andy roddick,R,188.0,,62.0,46.0,0.3827755446804824,0.24783765117169193,0.4525427081878695,0.5424475166410652,0.9054198937263451,0.6680729239832287,67.35483870967742,0.7190224508558357,220.3,69.1%,41.6%,61.1%,48.5%
281,guillermo coria,R,175.0,,25.0,11.0,0.44168184354848045,0.3852832722832723,0.43592241092241096,0.44592135315664727,0.5226694612576966,0.6046240344437089,119.16,0.505342096896784,,,,,
282,lars burgsmuller,R,183.0,,7.0,1.0,0.351069007151148,0.1984149622307517,0.39302721088435383,0.5698837110601817,0.6677303089067795,0.5747171418665565,53.714285714285715,0.5741382768187139,,,,,
283,michael russell,R,173.0,,1.0,0.0,0.3828125,0.19999999999999996,0.36363636363636365,0.5384615384615384,0.7142857142857143,0.6690647482014388,31.0,0.5971223021582733,,,,,
284,jose acasuso,R,190.0,,48.0,28.0,0.3926242738927461,0.2865784239768373,0.44102575665075666,0.5272500517735619,0.8219507292780319,0.5305579809846935,75.79166666666667,0.6561833300800285,203.4,60.1%,44.8%,55.6%,42.9%
285,tommy robredo,R,180.0,,75.0,49.0,0.40483922668616135,0.29042168289227105,0.47629585729128043,0.5878975653975652,0.804199669611434,0.6916103084767887,65.49333333333334,0.6381110750150931,213.8,64.1%,45.5%,50.0%,54.2%
286,nikolay davydenko,R,178.0,,94.0,66.0,0.44769717479308613,0.385952385404221,0.4824358274530366,0.49849373439798983,0.815719012038836,0.6787512364041143,70.09574468085107,0.6618239589309877,212.3,61.9%,47.0%,56.0%,47.4%
288,albert montanes,R,175.0,,27.0,10.0,0.38071007380927424,0.2548945124108522,0.4112988862988864,0.45546613879947206,0.6486526091918249,0.5696537775425885,64.77777777777777,0.5813624682458021,,,,,
289,david nalbandian,R,180.0,,57.0,39.0,0.412032953104092,0.3211508144810248,0.47282807619902306,0.6315657954589844,0.7802860949333167,0.6075351421704848,63.578947368421055,0.6273775246252626,198.3,64.3%,44.0%,55.0%,35.0%
290,james blake,R,185.0,,78.0,56.0,0.41781023063464146,0.324883865260046,0.4481410248259499,0.6014829888981473,0.805742082759428,0.5766119687794379,71.3076923076923,0.6468737628965988,224.2,62.7%,41.6%,65.4%,54.5%
292,michael llodra,L,190.0,,11.0,3.0,0.3716903785241698,0.23889746617019345,0.334054834054834,0.41701026246480793,0.7610942088214816,0.6173872159218692,34.36363636363637,0.6171935397142838,,,,,
293,kristian pless,R,188.0,,10.0,1.0,0.2925093101342058,0.1068324549846289,0.3169642857142857,0.4611309523809524,0.711074717765894,0.6331936539324541,49.4,0.607337781332824,,,,,
294,jan vacek,R,198.0,,2.0,1.0,0.346326164874552,0.19215686274509808,0.6428571428571428,0.6826923076923077,0.7920168067226891,0.5894006436041834,34.0,0.6469227674979887,,,,,
296,fernando gonzalez,R,183.0,,68.0,47.0,0.37679674922954465,0.25254918504551793,0.38726122733475665,0.6313821030949058,0.8252955413963196,0.6335833860671476,51.455882352941174,0.6534406138009125,226.9,64.3%,39.7%,64.3%,58.6%
297,jarkko nieminen,L,185.0,,76.0,49.0,0.39426476201219246,0.2821740871208963,0.5014469695680996,0.5908293787622042,0.8021490634228448,0.6254569508859774,80.40789473684211,0.6347144466011425,225.0,64.2%,48.1%,51.7%,61.0%
298,feliciano lopez,L,188.0,,47.0,19.0,0.3344401506790138,0.1655392358302245,0.3456528759868461,0.5296227517441536,0.7897858653864805,0.5717455513009723,77.95744680851064,0.6385386394461736,186.6,58.8%,34.6%,47.4%,45.8%
299,flavio saretta,R,183.0,,12.0,4.0,0.37697000798599545,0.23134004884004888,0.3744884744884745,0.605543938632174,0.6585544085544085,0.6134400011442391,53.833333333333336,0.5700875181023957,,,,,
301,irakli labadze,L,188.0,,3.0,2.0,0.38128168340506935,0.30952380952380953,0.4222222222222222,0.48888888888888893,0.9267399267399267,0.5875840674434025,33.333333333333336,0.7087951122477977,,,,,
302,jeff morrison,R,185.0,,5.0,2.0,0.3663205046107366,0.25166666666666665,0.42000000000000004,0.5228571428571429,0.8237745098039216,0.5914998239400153,56.0,0.6388785600364548,,,,,
304,martin lee,L,180.0,,1.0,0.0,0.28,0.0,0.0,0.3333333333333333,0.5384615384615384,0.5348837209302325,18.0,0.5,,,,,
305,taylor dent,R,188.0,,5.0,1.0,0.3291403775123593,0.19832442067736183,0.3788095238095238,0.5066666666666667,0.7963203463203463,0.5961910835790645,55.8,0.635665516111581,,,,,
306,paul henri mathieu,R,185.0,,50.0,22.0,0.3858908360122493,0.2722073238639735,0.4397953568619204,0.4788661530040841,0.7627671087082853,0.5826919325687693,70.7,0.6284138351328569,,,,,
307,jurgen melzer,L,183.0,,57.0,32.0,0.39274265207963394,0.2713441615144401,0.4319512888785334,0.5888472037078851,0.7749753571734996,0.6085586506696248,75.49122807017544,0.6247673484918248,207.9,62.9%,40.1%,45.8%,59.1%
308,luis horna,R,180.0,,37.0,17.0,0.33571535978156175,0.18356975446758728,0.34496704496704494,0.6180384930384932,0.8066898287099523,0.6586593804430545,117.21621621621621,0.6386600397397056,186.9,67.8%,37.3%,42.9%,38.9%
309,david ferrer,R,175.0,,64.0,39.0,0.42548695420014737,0.32976435456904185,0.46388189352464687,0.5218421118811745,0.7214378128065987,0.6359004546084244,67.71875,0.600327793353251,214.0,55.1%,43.9%,65.0%,50.0%
313,radek stepanek,R,185.0,,45.0,30.0,0.38288047149145965,0.2502997326904038,0.4297610414277081,0.5845811595811595,0.8372464911059221,0.6392657949459337,81.73333333333333,0.6734236708620196,219.9,65.1%,43.5%,57.1%,54.2%
314,noam okun,R,185.0,,2.0,1.0,0.4045584045584045,0.3298611111111111,0.55,0.8288043478260869,0.6909722222222222,0.563425925925926,77.5,0.5909722222222222,,,,,
