,name,hand,height,matchs,win,pourc_return_win_pnt,pourc_break_games,pourc_break_point_made,pourc_break_point_saved,pourc_serv_games_win,pourc_serv_in,mean_ranking_oppo,pourc_serv_win_pnt,Under Pressure Rating, % Break Point Saved, % Break Points Converted Pressure, % Deciding Sets Won, % Tie Breaks Won,rang,atp_points
195,patrik fredriksson,R,185.0,1.0,0.0,0.2542372881355932,0.09999999999999998,0.5,0.5714285714285714,0.6666666666666666,0.559322033898305,66.0,0.5932203389830508,,,,,,278.0,135.0
196,sargis sargsian,R,180.0,43.0,18.0,0.3798488681156889,0.23730935920744403,0.42235972394352506,0.6019179407004305,0.7679125859700415,0.6021059698587706,111.04651162790698,0.6260679757939364,175.7,0.612,0.41200000000000003,0.33299999999999996,0.4,98.0,499.0
197,dennis van scheppingen,R,185.0,20.0,7.0,0.3375936499535145,0.15078067765567765,0.3662983580746738,0.502898629148629,0.6686291771953536,0.599073766799,42.85,0.5796673462460935,,,,,,120.0,394.0
198,mariano zabaleta,R,183.0,22.0,14.0,0.41159769348701863,0.3251654090663379,0.45053702981510463,0.5918935342732135,0.7568479642835821,0.5349502457056071,86.86363636363636,0.6146594213611649,,,,,,63.0,723.0
199,emilio benfele alvarez,R,183.0,14.0,4.0,0.33502708099887224,0.15797964442694074,0.32066326530612244,0.5812246070010045,0.6869171988919888,0.6037547576786774,48.357142857142854,0.5834073622641546,,,,,,190.0,244.0
200,albert portas,R,188.0,33.0,11.0,0.3653033356851752,0.20725484161313038,0.3576709065345428,0.5133901872538237,0.6295746835853787,0.5567988091842658,101.06060606060606,0.5561688254918241,175.5,0.574,0.341,0.385,0.455,84.0,600.0
201,franco squillari,L,183.0,33.0,14.0,0.3834244833035122,0.2533695384631214,0.4187136937136937,0.5233281424457895,0.6654525889374372,0.6009821201517329,93.36363636363636,0.5692775904520384,191.3,0.579,0.42,0.6920000000000001,0.222,60.0,747.0
202,tommy haas,R,188.0,61.0,35.0,0.3934709739793984,0.27721050949366427,0.4430509381329054,0.5389715475781052,0.7700201892824843,0.5906675197629734,54.622950819672134,0.6200115919362662,216.1,0.581,0.384,0.625,0.5710000000000001,34.0,1044.0
203,nicolas kiefer,R,183.0,59.0,32.0,0.3831797394473528,0.26154521644302303,0.4284428460649797,0.5617875904450392,0.7698585423660196,0.5393394121609414,66.50847457627118,0.6260318905564599,204.4,0.588,0.435,0.45,0.5710000000000001,35.0,1007.0
204,andrei pavel,R,183.0,39.0,18.0,0.388085950500835,0.25222967915275607,0.3952521837137222,0.548986634280752,0.7535700347917544,0.6320149509954016,98.71794871794872,0.6162708701744465,213.5,0.5820000000000001,0.40299999999999997,0.4,0.75,68.0,710.0
205,jens knippschild,R,190.0,19.0,6.0,0.3654478345677531,0.2058892775611042,0.42400231347599765,0.5782923217133743,0.7234637438584808,0.5074874968133886,59.578947368421055,0.6071676050157283,,,,,,101.0,469.0
206,julian alonso,R,185.0,46.0,15.0,0.35720277226645,0.2123577207816338,0.3524933116045648,0.4641371786108627,0.6882080781537304,0.5342885225565456,75.47826086956522,0.5721681132871115,168.2,0.5479999999999999,0.381,0.4,0.353,103.0,461.0
207,marzio martelli,R,180.0,12.0,4.0,0.3498410285954115,0.17138837469719825,0.34583333333333327,0.6593177655677657,0.7316426378345883,0.48359975937087607,56.75,0.5949173849882136,,,,,,126.0,382.0
208,juan antonio marin,R,175.0,44.0,18.0,0.39458804159833,0.25879275210826014,0.4377086854025356,0.5193694661617895,0.6698237535637271,0.58654144165962,80.81818181818181,0.5767259762317506,223.3,0.589,0.456,0.688,0.5,70.0,678.0
209,dinu pescariu,R,185.0,17.0,2.0,0.35755377626144347,0.20788331718262515,0.4376156523215347,0.5165933739463151,0.6126254656531472,0.6974138308688644,80.0,0.5502974878118893,,,,,,108.0,447.0
210,davide sanguinetti,R,188.0,54.0,28.0,0.40357406421995773,0.2884324061031147,0.4126192223414445,0.4988926027922978,0.7285722879440629,0.5423708536665289,120.31481481481481,0.6062566042539511,184.6,0.55,0.42200000000000004,0.474,0.4,48.0,853.0
211,justin gimelstob,R,196.0,21.0,10.0,0.40256130289745345,0.28549360692217834,0.4757292971578686,0.5875764447193018,0.7772608033112236,0.5982201755123181,48.80952380952381,0.6179633801077464,,,,,,80.0,615.0
212,fernando vicente,R,180.0,36.0,17.0,0.41431196730521686,0.31059822852586016,0.45255150622797696,0.5115494980691059,0.6875657453476083,0.6243047804616082,61.333333333333336,0.591204459094276,192.8,0.569,0.43,0.643,0.28600000000000003,54.0,799.0
213,tomas nydahl,R,185.0,25.0,7.0,0.36301721510451024,0.1843157398157398,0.2782052392052392,0.479890442890443,0.6958363303363303,0.6695392757286478,91.6,0.5996988299574594,,,,,,179.0,258.0
214,arnaud clement,R,173.0,36.0,11.0,0.3662903486350879,0.22333216937383604,0.397840354090354,0.49536555265721927,0.6632257650569056,0.542625165843327,62.388888888888886,0.5805221644485987,202.0,0.556,0.441,0.273,0.75,104.0,460.0
215,nicolas escude,R,185.0,41.0,22.0,0.3837331165621327,0.2524890060140512,0.3851885242129145,0.5979626777444493,0.7180255417826376,0.5615551389640819,63.90243902439025,0.6025497010303948,228.6,0.605,0.414,0.6,0.667,37.0,989.0
216,marcello craca,R,180.0,11.0,3.0,0.3748568163280723,0.24902597402597404,0.49577922077922076,0.35440115440115444,0.625563179510548,0.5868614979456669,71.45454545454545,0.5696940449949137,,,,,,203.0,224.0
217,wayne black,R,170.0,36.0,14.0,0.378277557040016,0.23113707029793198,0.46191640149973473,0.5434889184889182,0.7026597268018838,0.5937992929118808,85.38888888888889,0.593014125792051,183.0,0.556,0.424,0.41200000000000003,0.43799999999999994,94.0,518.0
218,daniel nestor,L,190.0,18.0,4.0,0.3151364357521868,0.11863812515986427,0.2940075356742023,0.6672939714606383,0.7849234702495571,0.5674960399514238,49.333333333333336,0.621028351929514,,,,,,106.0,452.0
219,jan michael gambill,R,190.0,48.0,27.0,0.3811285729875707,0.25654048345093977,0.40164517195767174,0.5738014300514301,0.7809851056683356,0.5539663644555768,114.54166666666667,0.6356220880287841,,,,,,38.0,983.0
220,steve campbell,R,183.0,36.0,11.0,0.34131996207281456,0.18044243565076898,0.3168603387353387,0.5423138589805255,0.6023479697499305,0.58187865010892,110.61111111111111,0.5516284694325242,224.9,0.522,0.42700000000000005,0.5,0.8,102.0,464.0
221,lucas arnold ker,R,180.0,25.0,9.0,0.3667831360498457,0.2259037481714827,0.45087439613526575,0.5274494394494396,0.6729804143225193,0.6208032855284285,89.76,0.5657753074531694,,,,,,113.0,433.0
222,alex calatrava,R,190.0,26.0,11.0,0.3652713680107851,0.2375604630412322,0.42960693153000845,0.49670042752621935,0.7837380003103986,0.5911277044170508,81.15384615384616,0.6410420656133459,,,,,,114.0,423.0
223,jacobo diaz,R,173.0,10.0,1.0,0.33559330576351803,0.19666666666666668,0.40214285714285714,0.4536904761904762,0.5111134453781513,0.6871209104761634,47.9,0.5026075398394689,,,,,,145.0,323.0
224,ramon delgado,R,185.0,40.0,19.0,0.3716677075790797,0.21748260930246222,0.41512057634058397,0.5089759546009545,0.7637655758843842,0.5408795544250752,70.15,0.6063009112612416,197.0,0.588,0.373,0.6,0.409,56.0,784.0
225,john van lottum,R,185.0,30.0,13.0,0.34465537619412373,0.18125478312263207,0.4838949013949013,0.5680969030969031,0.7358675744545309,0.5225850430755589,82.5,0.6070460925522205,205.6,0.603,0.45299999999999996,0.7,0.3,99.0,488.0
226,guillermo canas,R,185.0,18.0,5.0,0.3832473769658138,0.22336197752864415,0.3326565409898743,0.5653523945190613,0.7192658884325551,0.5299453502614395,91.55555555555556,0.6068781167230264,,,,,,95.0,516.0
227,marat safin,R,193.0,32.0,16.0,0.38086636954727965,0.2380356098114418,0.39986841359123965,0.6042681277056277,0.8031193763812977,0.5036215281300231,131.15625,0.6388355035235624,186.6,0.607,0.42200000000000004,0.308,0.529,49.0,852.0
228,mariano puerta,L,180.0,32.0,20.0,0.3846708237485007,0.26734554507992014,0.481969246031746,0.5098485715673216,0.7769319656038407,0.6445822401822028,83.0,0.6287339544802232,246.4,0.626,0.452,0.75,0.636,39.0,983.0
229,sebastien grosjean,R,175.0,29.0,11.0,0.38451248781236713,0.25444870657852403,0.4185983556673212,0.5264587677366582,0.7246582834564579,0.5722318906643836,56.44827586206897,0.6043226550287046,189.8,0.5820000000000001,0.42700000000000005,0.16699999999999998,0.722,88.0,568.0
230,andrew ilie,R,180.0,25.0,11.0,0.3501526275348737,0.21249438865228343,0.3609221775666789,0.5544422375010609,0.7281960729329152,0.5086090805057676,84.04,0.6036014489216808,,,,,,59.0,757.0
231,leander paes,R,178.0,14.0,6.0,0.3679351547168909,0.23698493966351108,0.4410430839002268,0.6252934507136187,0.7732814804243375,0.585807149083031,63.142857142857146,0.6210093040853578,,,,,,91.0,535.0
232,martin rodriguez,R,178.0,7.0,2.0,0.32802321261849027,0.1251700680272109,0.219327731092437,0.39377289377289376,0.6944008372579802,0.5595323873821777,73.28571428571429,0.586241802315954,,,,,,96.0,516.0
233,arnaud di pasquale,R,185.0,14.0,7.0,0.39471641892562337,0.2683071888429031,0.4955042138312815,0.5395408163265306,0.7111948567305709,0.5980625378786232,60.642857142857146,0.6025041341960774,,,,,,81.0,613.0
234,michael kohlmann,R,188.0,5.0,2.0,0.32478615567498625,0.15884734460585853,0.4,0.5256959706959707,0.7086779448621553,0.6156101110587652,60.8,0.5842356629744466,,,,,,110.0,440.0
235,lleyton hewitt,R,180.0,12.0,6.0,0.4096138861897863,0.2766699735449736,0.41514289195210247,0.5411191749427042,0.7042824074074074,0.5455537958059519,48.666666666666664,0.5910362065490758,,,,,,100.0,482.0
236,stefan koubek,L,175.0,2.0,1.0,0.43323982106300707,0.325,0.3431372549019608,0.36309523809523814,0.65625,0.6135710178263369,54.5,0.6004887866589994,,,,,,93.0,526.0
237,laurence tieleman,R,180.0,9.0,6.0,0.32031986733884843,0.17099952516619185,0.3800925925925926,0.7374169040835707,0.8216032424365758,0.5222616055107877,36.55555555555556,0.6414847539928878,,,,,,107.0,448.0
238,rainer schuettler,R,180.0,14.0,5.0,0.3433316971124776,0.18161719233147802,0.3431776556776557,0.4598720723720723,0.629628923707871,0.5909426964983975,42.357142857142854,0.542839696674514,,,,,,124.0,392.0
240,alberto martin,R,175.0,6.0,0.0,0.32233147399420986,0.1319966583124478,0.47222222222222215,0.4993131868131868,0.40966386554621853,0.6386971653670127,65.16666666666667,0.46532693903877115,,,,,,105.0,455.0
242,markus hipfl,R,178.0,3.0,1.0,0.42624777183600715,0.33796296296296297,0.3333333333333333,0.291005291005291,0.6704545454545454,0.7484592404408219,32.0,0.6093174787998542,,,,,,137.0,342.0
243,orlin stanoytchev,R,185.0,2.0,0.0,0.3028919330289193,0.14285714285714285,0.4,0.5555555555555556,0.5208333333333333,0.4611581920903955,29.0,0.5121468926553672,,,,,,121.0,394.0
245,wayne arthurs,L,190.0,6.0,3.0,0.2958867720138007,0.06792929292929294,0.2380952380952381,0.7755494505494506,0.8822595704948646,0.525502053279831,41.0,0.6915212916846903,,,,,,187.0,248.0
246,paul goldstein,R,178.0,4.0,1.0,0.3270568462230973,0.12543859649122807,0.28181818181818186,0.4808823529411764,0.7491776315789473,0.5987029613090399,41.0,0.6156777127919777,,,,,,189.0,245.0
247,ivan ljubicic,R,193.0,1.0,0.0,0.3644067796610169,0.1875,0.5,0.6666666666666666,0.8,0.3925233644859813,47.0,0.6261682242990654,,,,,,293.0,124.0
248,peter wessels,R,196.0,2.0,1.0,0.28383458646616544,0.16666666666666663,0.625,0.8333333333333333,0.875,0.6683752718235476,32.5,0.6856166511338925,,,,,,112.0,434.0
249,roger federer,R,185.0,5.0,2.0,0.36953168695104177,0.22666666666666666,0.4133333333333333,0.68,0.76,0.5558216321693441,40.8,0.6276421686856888,,,,,,301.0,119.0
251,max mirnyi,R,196.0,1.0,1.0,0.574468085106383,0.7142857142857143,0.7142857142857143,1.0,1.0,0.5813953488372093,96.0,0.7209302325581395,,,,,,274.0,137.0
252,george bastl,R,183.0,1.0,0.0,0.3050847457627119,0.09999999999999998,0.3333333333333333,0.2,0.6363636363636364,0.7419354838709677,7.0,0.5645161290322581,,,,,,194.0,233.0
254,andre sa,R,185.0,5.0,0.0,0.32715286972064084,0.20031468531468527,0.38571428571428573,0.49844155844155846,0.5784326784326784,0.551848508634223,48.8,0.5235557299843014,,,,,,127.0,381.0
256,julien boutter,R,190.0,2.0,0.0,0.3296763149704326,0.10526315789473684,0.2857142857142857,0.35,0.5198412698412699,0.4873188405797102,24.0,0.5006038647342995,,,,,,276.0,136.0
261,nicolas massu,R,183.0,2.0,0.0,0.30870939925265883,0.04999999999999999,0.0625,0.5277777777777778,0.595959595959596,0.6285353535353535,51.0,0.5643939393939394,,,,,,188.0,246.0
263,stephane huet,L,180.0,7.0,4.0,0.39015365527763,0.2611896040467469,0.5096371882086167,0.6326997465652928,0.7360642975138774,0.4531012808686347,47.857142857142854,0.6120373616644212,,,,,,218.0,206.0
265,david sanchez,R,183.0,2.0,0.0,0.3316287878787879,0.16666666666666669,0.625,0.5714285714285714,0.5,0.7100877192982455,52.0,0.5035087719298246,,,,,,340.0,98.0
267,juan balcells,R,190.0,2.0,1.0,0.2748670212765958,0.033333333333333326,0.1,0.6785714285714286,0.9270833333333333,0.6450641025641026,61.0,0.6861538461538461,,,,,,228.0,189.0
270,harel levy,R,185.0,2.0,1.0,0.3248426730596344,0.15555555555555556,0.20833333333333331,0.3,0.7777777777777778,0.6068289384719405,45.5,0.6440162271805274,,,,,,224.0,197.0
271,vladimir voltchkov,R,180.0,4.0,2.0,0.3458029229537841,0.14761904761904762,0.35876623376623373,0.7428571428571429,0.8498106060606061,0.5296879978167224,53.5,0.6232824784597828,,,,,,162.0,290.0
273,tomas zib,R,178.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,66.0,0.0,,,,,,172.0,284.0
274,michal tabara,R,175.0,1.0,1.0,0.41228070175438597,0.25,0.4444444444444444,0.5,0.6875,0.7264150943396226,43.0,0.5943396226415094,,,,,,202.0,224.0
275,raemon sluiter,R,185.0,4.0,1.0,0.37614468864468864,0.20883838383838382,0.2650793650793651,0.5202380952380953,0.7263888888888889,0.5861139593836338,49.5,0.6203767358279022,,,,,,241.0,172.0
277,xavier malisse,R,185.0,9.0,5.0,0.4180898918254943,0.329685746352413,0.4601851851851852,0.5695526695526696,0.7388888888888889,0.5062189986552429,56.888888888888886,0.6078658419599124,,,,,,161.0,290.0
282,lars burgsmuller,R,183.0,13.0,4.0,0.37533183164281464,0.2260857794794447,0.3419413919413919,0.6032333051563821,0.6607776838546069,0.5931396200726012,45.23076923076923,0.5697595133674086,,,,,,134.0,356.0
283,michael russell,R,173.0,1.0,0.0,0.2698412698412698,0.0,0.0,0.5,0.7777777777777778,0.6285714285714286,30.0,0.6,,,,,,288.0,128.0
295,attila savolt,R,183.0,2.0,1.0,0.44886363636363635,0.4785714285714286,0.4666666666666667,0.2,0.7619047619047619,0.6278195488721805,45.0,0.6378446115288221,,,,,,192.0,239.0
304,martin lee,L,180.0,3.0,0.0,0.2641343669250646,0.07196969696969698,0.5,0.48148148148148145,0.6292087542087542,0.5515915915915915,67.33333333333333,0.5640540540540541,,,,,,334.0,100.0
308,luis horna,R,180.0,1.0,0.0,0.1111111111111111,0.0,0.0,0.6666666666666666,0.7777777777777778,0.7647058823529411,42.0,0.6470588235294118,,,,,,299.0,120.0
313,radek stepanek,R,185.0,1.0,0.0,0.3076923076923077,0.11111111111111116,0.2,0.42857142857142855,0.5555555555555556,0.5471698113207547,92.0,0.49056603773584906,,,,,,165.0,289.0
317,axel pretzsch,R,185.0,1.0,0.0,0.22727272727272727,0.0,0.0,0.5555555555555556,0.5,0.58,14.0,0.52,,,,,,246.0,164.0
366,razvan sabau,R,185.0,1.0,0.0,0.29069767441860467,0.0714285714285714,0.25,0.2857142857142857,0.6428571428571429,0.6236559139784946,32.0,0.5806451612903226,,,,,,193.0,237.0
371,daniele bracciali,R,180.0,2.0,1.0,0.3418111313868613,0.10526315789473684,0.18181818181818182,0.7708333333333333,0.8650793650793651,0.5229618163054696,43.0,0.6459623323013416,,,,,,207.0,221.0
