,name,hand,height,matchs,win,pourc_return_win_pnt,pourc_break_games,pourc_break_point_made,pourc_break_point_saved,pourc_serv_games_win,pourc_serv_in,mean_ranking_oppo,pourc_serv_win_pnt,rang,Under Pressure Rating, % Break Point Saved, % Break Points Converted Pressure, % Deciding Sets Won, % Tie Breaks Won
290,james blake,R,185.0,57.0,34.0,0.3925911593057034,0.2705651975492345,0.43988540699067025,0.5647744055985054,0.7910124717853979,0.5872684673659152,79.80701754385964,0.6271565799549255,28.0,208.9,0.621,0.439,0.5,0.529
292,michael llodra,L,190.0,22.0,5.0,0.34517608217610357,0.17265530247899707,0.3574196636696636,0.513584521539067,0.7755192655390283,0.6044976779443878,47.86363636363637,0.6295477105285727,83.0,,,,,
293,kristian pless,R,188.0,36.0,15.0,0.3731296546145451,0.23168027207952388,0.5206171143671142,0.5906077861766714,0.7643024581627523,0.6265327074766905,83.44444444444444,0.62278642376998,82.0,166.7,0.611,0.43700000000000006,0.28600000000000003,0.33299999999999996
294,jan vacek,R,198.0,34.0,10.0,0.34136114205039064,0.1696364732170359,0.33385340150046033,0.5066900107773809,0.7218212727295773,0.5645026276615518,69.1470588235294,0.6026619112312258,73.0,187.6,0.598,0.361,0.25,0.667
295,attila savolt,R,183.0,35.0,13.0,0.3489543088325618,0.17959357250551986,0.31558084772370487,0.5290567369138798,0.734322607345414,0.5778960038721255,73.94285714285714,0.6133775018331461,95.0,206.1,0.598,0.34700000000000003,0.545,0.5710000000000001
296,fernando gonzalez,R,183.0,60.0,39.0,0.3853738842600968,0.25305843744061646,0.45694879194879195,0.6374147489936963,0.8416441185173572,0.590594943814905,59.016666666666666,0.6568501664452145,18.0,224.9,0.667,0.431,0.526,0.625
297,jarkko nieminen,L,185.0,49.0,25.0,0.4007044690861686,0.2845029253792759,0.41633666453594415,0.5159008284948138,0.7256161877268216,0.6181468187673252,81.0204081632653,0.6055136591445297,40.0,220.9,0.574,0.405,0.563,0.667
298,feliciano lopez,L,188.0,31.0,14.0,0.30479455443671255,0.12354547202744545,0.33995037220843677,0.5538167030102514,0.7916759763533956,0.6041875321681405,60.29032258064516,0.6355122565419687,62.0,234.9,0.648,0.38,0.765,0.556
299,flavio saretta,R,183.0,27.0,11.0,0.39239204598277727,0.25911331466887016,0.4112896362896362,0.5773763787652676,0.7042151521318188,0.5924671685202165,77.70370370370371,0.5872496916195529,92.0,,,,,
301,irakli labadze,L,188.0,26.0,9.0,0.35389225584849127,0.20473016636984245,0.4051335416720032,0.5716441453283557,0.6991126369603579,0.6060092978608212,80.84615384615384,0.5903518974611223,93.0,,,,,
302,jeff morrison,R,185.0,18.0,6.0,0.36365662539847743,0.17004168670835337,0.33925364758698096,0.5542929292929292,0.7357353385539661,0.5704181115888619,58.666666666666664,0.5997557897406517,97.0,,,,,
305,taylor dent,R,188.0,34.0,19.0,0.3837731594164691,0.2687710645755629,0.4268414183855361,0.5223570547099958,0.792962364913057,0.5965086641711749,103.52941176470588,0.6417454352669205,57.0,185.0,0.58,0.441,0.3,0.529
306,paul henri mathieu,R,185.0,35.0,22.0,0.38381284571685803,0.25882015694693805,0.42567871861316475,0.511002172430744,0.8077190636262613,0.5219482749036788,74.54285714285714,0.6476153145672264,36.0,,,,,
307,jurgen melzer,L,183.0,18.0,8.0,0.362557726962917,0.23071262529466866,0.3932980599647266,0.5234637457676673,0.7433636605721229,0.5909762138207492,83.16666666666667,0.616547349393747,91.0,,,,,
308,luis horna,R,180.0,13.0,6.0,0.40351359380663737,0.284842507919431,0.39261699838622915,0.5641941391941392,0.7397741147741148,0.7181102396802773,79.61538461538461,0.6169317141860415,85.0,,,,,
309,david ferrer,R,175.0,16.0,9.0,0.41349889787587263,0.32887117988220926,0.4262942512531328,0.41491477272727273,0.7364610318194877,0.5947488395150781,83.6875,0.6098945777984925,59.0,,,,,
311,olivier mutis,R,175.0,1.0,0.0,0.3191489361702128,0.1428571428571429,0.3333333333333333,0.5,0.8333333333333334,0.5909090909090909,18.0,0.5681818181818182,94.0,,,,,
312,martin verkerk,R,196.0,16.0,6.0,0.32479457620245267,0.16810524544899547,0.3886228354978355,0.4747925685425685,0.788911088911089,0.5770636787527856,53.3125,0.6396222010917364,86.0,,,,,
313,radek stepanek,R,185.0,25.0,11.0,0.35153768778163297,0.172722320678977,0.38603751803751807,0.5802698412698413,0.7611229692444528,0.5834206071313589,49.04,0.6212061256889343,63.0,222.4,0.613,0.397,0.5,0.7140000000000001
315,mardy fish,R,188.0,18.0,9.0,0.3445246372383185,0.18545659587326252,0.3747194163860831,0.5948815073815074,0.7842969530469531,0.5516411644730614,58.833333333333336,0.6317276642357903,84.0,,,,,
316,federico luzzi,R,188.0,5.0,1.0,0.3239447176310032,0.13882352941176468,0.2545454545454545,0.47179487179487173,0.5907002801120449,0.5703290700444401,39.0,0.5310712601756244,96.0,,,,,
317,axel pretzsch,R,185.0,7.0,2.0,0.33933309405767664,0.18123249299719887,0.5367063492063492,0.5281135531135531,0.5531545951714019,0.556397173523402,57.142857142857146,0.5159358877443158,100.0,,,,,
319,mario ancic,R,196.0,8.0,2.0,0.3554064618830407,0.176046918767507,0.268981018981019,0.47959956709956714,0.7552352915804001,0.5032449263451286,53.125,0.6001000469920016,89.0,,,,,
325,robby ginepri,R,183.0,11.0,1.0,0.31934720957447016,0.13825129119246765,0.3133280860553587,0.42459207459207454,0.5439109909698145,0.5802297460439223,33.54545454545455,0.5212173342393585,100.0,,,,,
337,dick norman,L,203.0,5.0,1.0,0.29531506086020887,0.09483016983016986,0.5857142857142857,0.6527777777777779,0.7337179487179487,0.5590901874451889,50.2,0.5953984295636039,96.0,,,,,
