,name,hand,height,matchs,win,pourc_return_win_pnt,pourc_break_games,pourc_break_point_made,pourc_break_point_saved,pourc_serv_games_win,pourc_serv_in,mean_ranking_oppo,pourc_serv_win_pnt,Under Pressure Rating, % Break Point Saved, % Break Points Converted Pressure, % Deciding Sets Won, % Tie Breaks Won,rang
0,richard krajicek,R,196.0,39.0,25.0,0.3634390970576573,0.2263312870391937,0.3616403820351189,0.5540663040663041,0.8845417105717177,0.5785068259327205,47.48717948717949,0.7089904776018421,196.7,0.65,0.361,0.556,0.4,36.0
1,thomas enqvist,R,190.0,73.0,51.0,0.3942569584980316,0.2765822750532662,0.40011147640075917,0.6043833059514386,0.8384146715998627,0.5427872375085411,52.57534246575342,0.6651258188453913,215.6,0.6559999999999999,0.377,0.607,0.516,9.0
2,jonathan stark,R,188.0,1.0,0.0,0.27586206896551724,0.0,0.0,0.25,0.6666666666666666,0.5740740740740741,71.0,0.5925925925925926,,,,,,85.0
3,todd woodbridge,R,178.0,8.0,2.0,0.383434967825008,0.24694757856522562,0.5325892857142858,0.5263278388278387,0.6685779047234155,0.6067011935060301,53.375,0.5725774305550103,,,,,,54.0
4,david wheaton,R,193.0,3.0,1.0,0.34760054760054754,0.2111111111111111,0.38888888888888884,0.7261904761904763,0.8546296296296297,0.5551710941877076,31.666666666666668,0.6583923121932855,,,,,,44.0
8,bernd karbacher,R,185.0,1.0,0.0,0.3269230769230769,0.11111111111111116,0.3333333333333333,0.6363636363636364,0.5,0.6349206349206349,48.0,0.5079365079365079,,,,,,52.0
9,nicklas kulti,R,190.0,3.0,0.0,0.31648429584599796,0.07843137254901962,0.19047619047619047,0.5224358974358975,0.6160130718954249,0.5231802186379012,19.666666666666668,0.5294826024101861,,,,,,79.0
10,mark woodforde,L,188.0,7.0,0.0,0.3549089961379147,0.15793650793650796,0.28538961038961036,0.6691202704858167,0.6424297924297925,0.5891945830519171,43.57142857142857,0.5672344182232175,,,,,,40.0
12,magnus larsson,R,193.0,18.0,12.0,0.36895070545884334,0.23777541902541902,0.42121921288587955,0.5877284752284752,0.7962471941638607,0.628907843297205,83.88888888888889,0.640384330830349,,,,,,75.0
15,todd martin,R,198.0,25.0,14.0,0.37764020283323413,0.23385367247131952,0.41960750360750376,0.4942929292929293,0.8490901344269765,0.6204729038278477,48.76,0.6816616989525909,,,,,,55.0
17,cedric pioline,R,188.0,49.0,30.0,0.3953509004278805,0.26394036173921803,0.41154212050396616,0.5680116202325086,0.8397960541928471,0.5305030908426779,75.51020408163265,0.6561563724492679,200.1,0.6509999999999999,0.38299999999999995,0.467,0.5,16.0
19,richard fromberg,R,196.0,37.0,18.0,0.3641835599059717,0.21630523616060257,0.47610531581119825,0.5089852502895981,0.7982187970843916,0.6014827388497651,90.67567567567568,0.6388259238580634,192.0,0.591,0.409,0.444,0.47600000000000003,84.0
20,magnus gustafsson,R,185.0,30.0,17.0,0.37862524244880574,0.23988954352989436,0.3513359788359789,0.5659535943359473,0.7984105806474227,0.6243774475742401,117.0,0.6436353616559337,200.4,0.655,0.349,0.4,0.6,82.0
21,marcos ondruska,R,183.0,3.0,0.0,0.28939393939393937,0.037037037037037056,0.3333333333333333,0.5555555555555555,0.5916666666666667,0.5895459253461104,25.333333333333332,0.546578429279632,,,,,,67.0
22,sergi bruguera,R,188.0,21.0,11.0,0.4081014228970287,0.302748309891167,0.3802154195011338,0.5024947274947275,0.6427875035017893,0.5901631281365228,55.19047619047619,0.5649206289800898,217.5,0.581,0.42700000000000005,0.667,0.5,85.0
24,karsten braasch,L,180.0,2.0,1.0,0.33218645948945613,0.15931372549019612,0.29545454545454547,0.8194444444444444,0.8406862745098038,0.5182334833057068,30.0,0.5887994316836371,,,,,,90.0
25,gianluca pozzi,L,180.0,48.0,26.0,0.3702478661025746,0.23208819112824952,0.39846166717054876,0.5656755738170212,0.7533203110223906,0.46241824265741777,84.5625,0.6200737687942102,237.0,0.621,0.39799999999999996,0.684,0.667,43.0
26,diego nargiso,L,188.0,6.0,5.0,0.3854744368274601,0.3112665112665113,0.4863763687293099,0.3348290598290598,0.8114959114959115,0.5166591453228059,58.166666666666664,0.6782310399854979,,,,,,88.0
27,jan siemerink,L,183.0,14.0,4.0,0.3284651855384462,0.10958961673247389,0.15933471290614148,0.6324817048031333,0.7532622139764997,0.5287956399397811,81.28571428571429,0.609374364474357,,,,,,92.0
30,javier sanchez,R,178.0,1.0,0.0,0.28125,0.0,0.0,0.5,0.8,0.6666666666666666,48.0,0.5833333333333334,,,,,,41.0
31,marc rosset,R,201.0,54.0,31.0,0.36791083829169796,0.21591994606700488,0.37585744849246727,0.5556176847843515,0.8045866639412389,0.570985104742615,69.53703703703704,0.6475164643907249,193.0,0.63,0.35700000000000004,0.526,0.41700000000000004,28.0
32,andrei cherkasov,R,180.0,3.0,1.0,0.35961657390228813,0.2154882154882155,0.6333333333333333,0.25396825396825395,0.7542087542087542,0.6196447230929989,50.0,0.6702244116037219,,,,,,32.0
